"species","decimalLatitude","decimalLongitude","family","a_habit","habitat_iucn","habitat_name"
"Physalis angulata",-4.92222,38.7308,"Solanaceae","herb",105,"Forest – Subtropical/tropical dry"
"Physalis angulata",-5.04222,38.4453,"Solanaceae","herb",201,"Savanna – Dry"
"Physalis angulata",-6.31666,38.7833,"Solanaceae","herb",201,"Savanna – Dry"
"Physalis angulata",-9.11694,39.1786,"Solanaceae","herb",105,"Forest – Subtropical/tropical dry"
"Physalis angulata",-3.92305,36.1658,"Solanaceae","herb",1401,"Artificial – Arable Land"
"Physalis angulata",-8.60777,35.6167,"Solanaceae","herb",307,"Shrubland – Subtropical/tropical high altitude"
"Physalis angulata",-5.11222,38.4711,"Solanaceae","herb",1403,"Artificial – Plantations"
"Physalis minima",-7.11667,36.15,"Solanaceae","herb",201,"Savanna – Dry"
"Solanum campylacanthum",-3.28333,37.5167,"Solanaceae","shrub",307,"Shrubland – Subtropical/tropical high altitude"
"Solanum memphiticum",-3.28333,37.5167,"Solanaceae","herb",307,"Shrubland – Subtropical/tropical high altitude"
"Solanum lamprocarpum",-8.75,38.03,"Solanaceae","shrub",105,"Forest – Subtropical/tropical dry"
"Solanum lamprocarpum",-6.91667,37.7,"Solanaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Solanum richardii",-7.75,36.83,"Solanaceae","shrub",1403,"Artificial – Plantations"
"Solanum schliebenii",-7.16667,37.6667,"Solanaceae","tree",109,"Forest – Subtropical/tropical moist montane"
"Solanum schumannianum",-6.91667,37.7,"Solanaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Solanum terminale",-3.28333,37.5167,"Solanaceae","liana",307,"Shrubland – Subtropical/tropical high altitude"
"Solanum bagamojense",-5.18333,38.85,"Solanaceae",NA,201,"Savanna – Dry"
"Solanum nigrum",-1.33333,31.8167,"Solanaceae","herb",305,"Shrubland – Subtropical/tropical dry"
"Solanum campylacanthum",-8.13333,36.6833,"Solanaceae","shrub",1405,"Artificial – Urban Areas"
"Solanum campylacanthum",-5.93333,35.75,"Solanaceae","shrub",201,"Savanna – Dry"
"Solanum zanzibarense",-5.8,39.3,"Solanaceae","shrub",106,"Forest – Subtropical/tropical moist lowland"
"Solanum incanum",-7.54444,36.1531,"Solanaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Solanum incanum",-2.72056,36.6983,"Solanaceae","shrub",201,"Savanna – Dry"
"Solanum incanum",-4.22306,35.765,"Solanaceae","shrub",307,"Shrubland – Subtropical/tropical high altitude"
"Solanum memphiticum var. abyssinicum",-2.48333,30.6333,"Solanaceae","herb",201,"Savanna – Dry"
"Solanum delagoense",-2.43333,34.8167,"Solanaceae","shrub",201,"Savanna – Dry"
"Solanum campylacanthum",-2.78333,36.7167,"Solanaceae","shrub",201,"Savanna – Dry"
"Solanum terminale",-3.38833,36.7917,"Solanaceae","liana",201,"Savanna – Dry"
"Solanum panduriforme",-8.88333,33.4333,"Solanaceae","herb",109,"Forest – Subtropical/tropical moist montane"
"Solanum nigrum",-2.25,34.9167,"Solanaceae","herb",201,"Savanna – Dry"
"Solanum delagoense",-5.51667,38.9333,"Solanaceae","shrub",306,"Shrubland – Subtropical/tropical moist"
"Solanum terminale",-9.28333,33.6167,"Solanaceae","liana",1403,"Artificial – Plantations"
"Solanum schumannianum",-9.33333,33.9833,"Solanaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Solanum delagoense",-6.73333,38.8167,"Solanaceae","shrub",201,"Savanna – Dry"
"Solanum schumannianum",-9.28333,33.6167,"Solanaceae","shrub",1403,"Artificial – Plantations"
"Solanum panduriforme",-2.08333,31.5833,"Solanaceae","herb",1403,"Artificial – Plantations"
"Solanum cyaneopurpureum",-6.11667,36.4333,"Solanaceae","shrub",1401,"Artificial – Arable Land"
"Solanum usambarense",-4.43333,35.4,"Solanaceae","shrub",307,"Shrubland – Subtropical/tropical high altitude"
"Solanum delagoense",-2.9,31.1833,"Solanaceae","shrub",201,"Savanna – Dry"
"Solanum campylacanthum",-2.48333,30.6333,"Solanaceae","shrub",201,"Savanna – Dry"
"Solanum nakurense",-9.28333,33.6167,"Solanaceae","shrub",1403,"Artificial – Plantations"
"Solanum usambarense",-6.38333,36.9167,"Solanaceae","shrub",307,"Shrubland – Subtropical/tropical high altitude"
"Solanum dennekense",-2.75,34.7833,"Solanaceae","shrub",305,"Shrubland – Subtropical/tropical dry"
"Solanum terminale subsp. sanaganum",-9.28333,33.6167,"Solanaceae","liana",1403,"Artificial – Plantations"
"Solanum schumannianum",-7.69,36.8722,"Solanaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Solanum macrocarpon",-5.92389,30.2106,"Solanaceae","shrub",105,"Forest – Subtropical/tropical dry"
"Solanum campylacanthum",-4.36944,37.8997,"Solanaceae","shrub",407,"Grassland – Subtropical/tropical high altitude"
"Solanum incanum",-3.23611,36.5283,"Solanaceae","shrub",307,"Shrubland – Subtropical/tropical high altitude"
"Solanum dasyphyllum",-8.53333,35.3317,"Solanaceae","herb",1401,"Artificial – Arable Land"
"Solanum campylacanthum",-4.85444,35.2186,"Solanaceae","shrub",305,"Shrubland – Subtropical/tropical dry"
"Solanum thomsoni",-7.63333,36.55,"Solanaceae","shrub",201,"Savanna – Dry"
"Solanum campylacanthum",-8.83333,33.3333,"Solanaceae","shrub",307,"Shrubland – Subtropical/tropical high altitude"
"Solanum richardii",-5.06306,38.4108,"Solanaceae","shrub",106,"Forest – Subtropical/tropical moist lowland"
"Solanum nigrum",-4.36028,37.9014,"Solanaceae","herb",1403,"Artificial – Plantations"
"Solanum aculeatissimum",-7.75,36.4833,"Solanaceae","herb",109,"Forest – Subtropical/tropical moist montane"
"Solanum campylacanthum",-1.03972,31.5108,"Solanaceae","shrub",201,"Savanna – Dry"
"Solanum zanzibarense",-10.1186,39.2006,"Solanaceae","shrub",105,"Forest – Subtropical/tropical dry"
"Solanum terminale",-4.30444,37.9919,"Solanaceae","liana",106,"Forest – Subtropical/tropical moist lowland"
"Solanum terminale",-9.98333,34.5833,"Solanaceae","liana",109,"Forest – Subtropical/tropical moist montane"
"Solanum giganteum",-8.58333,35.5,"Solanaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Solanum tarderemotum",-1.03972,31.5108,"Solanaceae","herb",201,"Savanna – Dry"
"Solanum goetzei",-5.0525,38.7319,"Solanaceae","shrub",1403,"Artificial – Plantations"
"Solanum zanzibarense",-6.95694,39.0514,"Solanaceae","shrub",105,"Forest – Subtropical/tropical dry"
"Solanum terminale",-4.76806,38.3428,"Solanaceae","liana",109,"Forest – Subtropical/tropical moist montane"
"Solanum schumannianum",-8.58333,35.3333,"Solanaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Solanum terminale subsp. sanaganum",-3.22444,36.7925,"Solanaceae","liana",109,"Forest – Subtropical/tropical moist montane"
"Solanum campylacanthum",-8.51667,35.1667,"Solanaceae","shrub",505,"Wetlands (inland) – Permanent freshwater lakes (>8 ha)"
"Solanum campylacanthum",-5.15139,38.4672,"Solanaceae","shrub",201,"Savanna – Dry"
"Solanum nigrum",-7.93361,36.505,"Solanaceae","herb",105,"Forest – Subtropical/tropical dry"
"Solanum campylacanthum",-3.41194,36.2142,"Solanaceae","shrub",405,"Grassland – Subtropical/tropical dry"
"Solanum richardii",-10.135,38.7525,"Solanaceae","shrub",1401,"Artificial – Arable Land"
"Solanum dasyphyllum",-7.43889,36.7306,"Solanaceae","herb",109,"Forest – Subtropical/tropical moist montane"
"Solanum campylacanthum",-4.16805,37.9217,"Solanaceae","shrub",202,"Savanna – Moist"
"Solanum giganteum",-4.30444,37.9919,"Solanaceae","shrub",106,"Forest – Subtropical/tropical moist lowland"
"Solanum goetzei",-7.44083,36.7319,"Solanaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Solanum campylacanthum",-8.83333,33.3333,"Solanaceae","shrub",307,"Shrubland – Subtropical/tropical high altitude"
"Solanum aculeatissimum",-1.08333,31.5167,"Solanaceae","herb",105,"Forest – Subtropical/tropical dry"
"Solanum aculeatissimum",-3.25527,36.5439,"Solanaceae","herb",307,"Shrubland – Subtropical/tropical high altitude"
"Solanum schumannianum",-8.81667,33.3333,"Solanaceae","shrub",1401,"Artificial – Arable Land"
"Solanum goetzei",-7.03611,38.8936,"Solanaceae","shrub",105,"Forest – Subtropical/tropical dry"
"Solanum schumannianum",-8.83333,33.35,"Solanaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Solanum goetzei",-7.25,37.1667,"Solanaceae","shrub",201,"Savanna – Dry"
"Solanum zanzibarense",-8.33,39.1611,"Solanaceae","shrub",105,"Forest – Subtropical/tropical dry"
"Solanum usambarense",-4.35139,37.8997,"Solanaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Solanum richardii",-5.07778,38.4108,"Solanaceae","shrub",106,"Forest – Subtropical/tropical moist lowland"
"Solanum zanzibarense",-10.1039,39.1958,"Solanaceae","shrub",105,"Forest – Subtropical/tropical dry"
"Solanum dasyphyllum",-8.48333,35.8167,"Solanaceae","herb",109,"Forest – Subtropical/tropical moist montane"
"Solanum thomsoni",-8.55139,35.4572,"Solanaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Solanum stipitatostellatum",-7.72,36.9167,"Solanaceae","shrub",105,"Forest – Subtropical/tropical dry"
"Solanum dasyphyllum",-2.59444,33.6036,"Solanaceae","herb",1404,"Artificial – Rural Gardens"
"Solanum campylacanthum",-4.35139,37.8997,"Solanaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Solanum cyaneopurpureum",-4.775,34.0356,"Solanaceae","shrub",201,"Savanna – Dry"
"Solanum zanzibarense",-9.88861,39.44,"Solanaceae","shrub",105,"Forest – Subtropical/tropical dry"
"Solanum campylacanthum",-4.58333,34.6667,"Solanaceae","shrub",1401,"Artificial – Arable Land"
"Solanum schumannianum",-9.16666,33.8833,"Solanaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Solanum campylacanthum",-8.83333,33.3333,"Solanaceae","shrub",307,"Shrubland – Subtropical/tropical high altitude"
"Solanum aculeatissimum",-7.69055,36.8589,"Solanaceae","herb",109,"Forest – Subtropical/tropical moist montane"
"Solanum aculeatissimum",-9.85,34.45,"Solanaceae","herb",1403,"Artificial – Plantations"
"Solanum dasyphyllum",-4.3,38.0167,"Solanaceae","herb",201,"Savanna – Dry"
"Solanum zanzibarense",-10.1333,39.2067,"Solanaceae","shrub",105,"Forest – Subtropical/tropical dry"
"Solanum schumannianum",-7.14111,36.6289,"Solanaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Solanum tarderemotum",-5.13333,38.5667,"Solanaceae","herb",109,"Forest – Subtropical/tropical moist montane"
"Solanum campylacanthum",-8.83333,33.3333,"Solanaceae","shrub",307,"Shrubland – Subtropical/tropical high altitude"
"Solanum aculeatissimum",-7.42528,36.7283,"Solanaceae","herb",109,"Forest – Subtropical/tropical moist montane"
"Solanum dasyphyllum",-5.07083,38.455,"Solanaceae","herb",1401,"Artificial – Arable Land"
"Solanum campylacanthum",-5.17917,34.1408,"Solanaceae","shrub",201,"Savanna – Dry"
"Solanum richardii",-8.59972,35.62,"Solanaceae","shrub",307,"Shrubland – Subtropical/tropical high altitude"
"Solanum nakurense",-2.89527,36.2494,"Solanaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Solanum terminale",-8.5,35.25,"Solanaceae","liana",307,"Shrubland – Subtropical/tropical high altitude"
"Solanum campylacanthum",-4.28333,37.9667,"Solanaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Solanum campylacanthum",-4.84333,38.8172,"Solanaceae","shrub",105,"Forest – Subtropical/tropical dry"
"Solanum stipitatostellatum",-6,37.7167,"Solanaceae","shrub",105,"Forest – Subtropical/tropical dry"
"Solanum terminale",-4.99361,38.6736,"Solanaceae","liana",1403,"Artificial – Plantations"
"Solanum giganteum",-4.25833,37.975,"Solanaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Solanum terminale",-7.43333,36.7333,"Solanaceae","liana",109,"Forest – Subtropical/tropical moist montane"
"Solanum nigrum",-2.56972,33.3586,"Solanaceae","herb",1401,"Artificial – Arable Land"
"Solanum schumannianum",-7.75,36.4833,"Solanaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Solanum stipitatostellatum",-6.03333,38.7833,"Solanaceae","shrub",507,"Wetlands (inland) – Permanent freshwater marshes/pools (<8 ha)"
"Solanum nigrum",-6.00293,37.7226,"Solanaceae","herb",105,"Forest – Subtropical/tropical dry"
"Solanum richardii",-8.6,35.6333,"Solanaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Solanum stipitatostellatum",-6.08333,37.4167,"Solanaceae","shrub",201,"Savanna – Dry"
"Solanum florulentum",-4.21667,37.9333,"Solanaceae","herb",109,"Forest – Subtropical/tropical moist montane"
"Solanum aculeatissimum",-4.31305,37.9142,"Solanaceae","herb",109,"Forest – Subtropical/tropical moist montane"
"Solanum aculeatissimum",-8.06055,36.3353,"Solanaceae","herb",105,"Forest – Subtropical/tropical dry"
"Solanum schumannianum",-2.69083,36.7197,"Solanaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Solanum nigrum",-6.28333,38.5667,"Solanaceae","herb",201,"Savanna – Dry"
"Solanum campylacanthum",-1.14833,31.4547,"Solanaceae","shrub",201,"Savanna – Dry"
"Solanum aculeatissimum",-2.8975,36.2483,"Solanaceae","herb",109,"Forest – Subtropical/tropical moist montane"
"Solanum campylacanthum",-6.28333,38.5667,"Solanaceae","shrub",201,"Savanna – Dry"
"Solanum tettense",-4.13222,37.9761,"Solanaceae","shrub",201,"Savanna – Dry"
"Solanum schumannianum",-8.55361,35.5003,"Solanaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Solanum nakurense",-2.91916,36.2092,"Solanaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Solanum campylacanthum",-6.28333,38.5667,"Solanaceae","shrub",201,"Savanna – Dry"
"Solanum aculeastrum",-7.12083,36.6267,"Solanaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Solanum campylacanthum",-7.95,31.5833,"Solanaceae","shrub",1401,"Artificial – Arable Land"
"Solanum giganteum",-8.61666,35.35,"Solanaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Solanum schumannianum",-7.1,36.6333,"Solanaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Solanum richardii",-10.0475,39.4822,"Solanaceae","shrub",105,"Forest – Subtropical/tropical dry"
"Solanum richardii",-10.0464,39.4722,"Solanaceae","shrub",105,"Forest – Subtropical/tropical dry"
"Solanum aculeastrum",-5.94083,30.2167,"Solanaceae","shrub",105,"Forest – Subtropical/tropical dry"
"Solanum dasyphyllum",-7.05,36.6333,"Solanaceae","herb",109,"Forest – Subtropical/tropical moist montane"
"Solanum terminale",-5.005,38.7264,"Solanaceae","liana",105,"Forest – Subtropical/tropical dry"
"Solanum aculeatissimum",-3.39167,36.6775,"Solanaceae","herb",1405,"Artificial – Urban Areas"
"Solanum campylacanthum",-3.41583,36.1075,"Solanaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Solanum zanzibarense",-10.1167,39.2167,"Solanaceae","shrub",1401,"Artificial – Arable Land"
"Solanum zanzibarense",-10.1792,39.2053,"Solanaceae","shrub",105,"Forest – Subtropical/tropical dry"
"Solanum goetzei",-7.08333,36.6333,"Solanaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Solanum aethiopicum",-1.14833,31.4547,"Solanaceae","herb",201,"Savanna – Dry"
"Solanum schumannianum",-8.66667,35.25,"Solanaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Solanum goetzei",-4.98778,38.7406,"Solanaceae","shrub",105,"Forest – Subtropical/tropical dry"
"Solanum terminale",-4.66666,29.6333,"Solanaceae","liana",105,"Forest – Subtropical/tropical dry"
"Solanum zanzibarense",-6.91085,39.1069,"Solanaceae","shrub",105,"Forest – Subtropical/tropical dry"
"Solanum aculeatissimum",-3.24694,36.8089,"Solanaceae","herb",109,"Forest – Subtropical/tropical moist montane"
"Solanum dasyphyllum",-1.14833,31.4547,"Solanaceae","herb",201,"Savanna – Dry"
"Solanum nigrum",-3.30611,36.7219,"Solanaceae","herb",109,"Forest – Subtropical/tropical moist montane"
"Solanum incanum",-4.85972,35.3364,"Solanaceae","shrub",1401,"Artificial – Arable Land"
"Solanum aculeatissimum",-8.83,33.3,"Solanaceae","herb",109,"Forest – Subtropical/tropical moist montane"
"Solanum nigrum",-3.27667,36.6631,"Solanaceae","herb",1403,"Artificial – Plantations"
"Solanum campylacanthum",-6.8,39.25,"Solanaceae","shrub",1405,"Artificial – Urban Areas"
"Solanum nigrum",-1.14833,31.4547,"Solanaceae","herb",201,"Savanna – Dry"
"Solanum aculeatissimum",-1.14833,31.5214,"Solanaceae","herb",201,"Savanna – Dry"
"Solanum giganteum",-4.25194,37.9839,"Solanaceae","shrub",307,"Shrubland – Subtropical/tropical high altitude"
"Solanum campylacanthum",-4.825,34.0403,"Solanaceae","shrub",1401,"Artificial – Arable Land"
"Solanum terminale",-6.9025,37.6842,"Solanaceae","liana",109,"Forest – Subtropical/tropical moist montane"
"Solanum phoxocarpum",-3.24611,35.6089,"Solanaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Solanum lamprocarpum",-7.7,36.8667,"Solanaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Solanum macrocarpon",-1.02333,31.6275,"Solanaceae","shrub",201,"Savanna – Dry"
"Solanum zanzibarense var. vagans",-6.86666,39.0667,"Solanaceae","shrub",201,"Savanna – Dry"
"Solanum cyaneopurpureum",-1.14833,31.4547,"Solanaceae","shrub",201,"Savanna – Dry"
"Solanum campylacanthum",-5.24278,34.4814,"Solanaceae","shrub",1401,"Artificial – Arable Land"
"Solanum terminale",-7.68806,36.8811,"Solanaceae","liana",109,"Forest – Subtropical/tropical moist montane"
"Solanum schumannianum",-9.86667,34.6,"Solanaceae","shrub",307,"Shrubland – Subtropical/tropical high altitude"
"Solanum campylacanthum",-4.83944,35.2247,"Solanaceae","shrub",307,"Shrubland – Subtropical/tropical high altitude"
"Solanum goetzei",-6.03333,38.7833,"Solanaceae","shrub",507,"Wetlands (inland) – Permanent freshwater marshes/pools (<8 ha)"
"Solanum aculeastrum",-3.24694,36.8089,"Solanaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Solanum aculeatissimum",-7.69277,36.8594,"Solanaceae","herb",109,"Forest – Subtropical/tropical moist montane"
"Solanum terminale",-8.61777,35.6183,"Solanaceae","liana",109,"Forest – Subtropical/tropical moist montane"
"Solanum nigrum",-2.90639,36.2161,"Solanaceae","herb",109,"Forest – Subtropical/tropical moist montane"
"Solanum cyaneopurpureum",-1.08222,31.4275,"Solanaceae","shrub",201,"Savanna – Dry"
"Solanum arundo",-4.81666,35.1386,"Solanaceae","tree",305,"Shrubland – Subtropical/tropical dry"
"Solanum schumannianum",-4.7525,38.2894,"Solanaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Solanum campylacanthum",-8.83333,33.3333,"Solanaceae","shrub",307,"Shrubland – Subtropical/tropical high altitude"
