"species","decimalLatitude","decimalLongitude","family","a_habit","habitat_iucn","habitat_name"
"Buddleja pulchella",-9.11472,33.7267,"Scrophulariaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Buddleja polystachya",-2.87666,36.2611,"Scrophulariaceae","shrub",307,"Shrubland – Subtropical/tropical high altitude"
"Buddleja polystachya",-2.91667,36.25,"Scrophulariaceae","shrub",307,"Shrubland – Subtropical/tropical high altitude"
"Buddleja axillaris",-7.68,36.87,"Scrophulariaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Buddleja pulchella",-7.68,36.87,"Scrophulariaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Diclis ovata",-9.28333,33.6167,"Scrophulariaceae","herb",1403,"Artificial – Plantations"
"Diclis ovata",-8.85,33.2833,"Scrophulariaceae","herb",1403,"Artificial – Plantations"
"Diclis ovata",-8.83333,33.3333,"Scrophulariaceae","herb",307,"Shrubland – Subtropical/tropical high altitude"
"Diclis ovata",-1.02666,31.5708,"Scrophulariaceae","herb",1401,"Artificial – Arable Land"
"Diclis ovata",-9.98333,34.6,"Scrophulariaceae","herb",109,"Forest – Subtropical/tropical moist montane"
"Diclis ovata",-3.25,36.75,"Scrophulariaceae","herb",600,"Rocky Areas"
"Hebenstretia dentata",-4.31027,37.9006,"Scrophulariaceae","herb",109,"Forest – Subtropical/tropical moist montane"
"Hebenstretia angolensis",-8.51666,35.1667,"Scrophulariaceae","herb",505,"Wetlands (inland) – Permanent freshwater lakes (>8 ha)"
"Hebenstretia angolensis",-8.83333,33.3333,"Scrophulariaceae","herb",307,"Shrubland – Subtropical/tropical high altitude"
"Hebenstretia angolensis",-8.83333,33.3333,"Scrophulariaceae","herb",307,"Shrubland – Subtropical/tropical high altitude"
"Hebenstretia dentata",-3.23333,36.7167,"Scrophulariaceae","herb",109,"Forest – Subtropical/tropical moist montane"
"Hebenstretia angolensis",-9.08333,33.8333,"Scrophulariaceae","herb",109,"Forest – Subtropical/tropical moist montane"
"Hebenstretia angolensis",-9.08333,33.9667,"Scrophulariaceae","herb",1401,"Artificial – Arable Land"
"Hebenstretia angolensis",-9.03333,33.9167,"Scrophulariaceae","herb",1401,"Artificial – Arable Land"
"Hebenstretia angolensis",-7.88778,31.6606,"Scrophulariaceae","herb",307,"Shrubland – Subtropical/tropical high altitude"
"Hebenstretia angolensis",-3.29194,36.7228,"Scrophulariaceae","herb",109,"Forest – Subtropical/tropical moist montane"
"Hebenstretia angolensis",-5.49799,30.5564,"Scrophulariaceae","herb",105,"Forest – Subtropical/tropical dry"
"Hebenstretia angolensis",-2.87972,36.1883,"Scrophulariaceae","herb",307,"Shrubland – Subtropical/tropical high altitude"
"Hebenstretia angolensis",-2.82722,36.2178,"Scrophulariaceae","herb",307,"Shrubland – Subtropical/tropical high altitude"
"Hebenstretia angolensis",-2.89222,36.2194,"Scrophulariaceae","herb",109,"Forest – Subtropical/tropical moist montane"
"Hebenstretia angolensis",-8.83333,33.3333,"Scrophulariaceae","herb",307,"Shrubland – Subtropical/tropical high altitude"
"Hebenstretia angolensis",-8.5,35.5833,"Scrophulariaceae","herb",1403,"Artificial – Plantations"
"Hebenstretia angolensis",-3.21305,35.3467,"Scrophulariaceae","herb",307,"Shrubland – Subtropical/tropical high altitude"
"Hebenstretia angolensis",-2.90444,36.2436,"Scrophulariaceae","herb",109,"Forest – Subtropical/tropical moist montane"
"Hebenstretia angolensis",-7.14166,36.6253,"Scrophulariaceae","herb",109,"Forest – Subtropical/tropical moist montane"
"Hebenstretia angolensis",-9.17611,34.3394,"Scrophulariaceae","herb",1401,"Artificial – Arable Land"
"Hebenstretia angolensis",-7.76277,36.4314,"Scrophulariaceae","herb",1403,"Artificial – Plantations"
"Hebenstretia dentata",-10.1833,35.0167,"Scrophulariaceae","herb",105,"Forest – Subtropical/tropical dry"
"Hebenstretia angolensis",-10.55,35.6,"Scrophulariaceae","herb",202,"Savanna – Moist"
"Jamesbrittenia micrantha",-8.83333,33.3333,"Scrophulariaceae","herb",307,"Shrubland – Subtropical/tropical high altitude"
"Jamesbrittenia micrantha",-8.83333,33.3333,"Scrophulariaceae","herb",307,"Shrubland – Subtropical/tropical high altitude"
"Limosella major",-9.28333,33.6167,"Scrophulariaceae","herb",1403,"Artificial – Plantations"
"Limosella aquatica",-9.28333,33.6167,"Scrophulariaceae","herb",1403,"Artificial – Plantations"
"Limosella major",-9,33.83,"Scrophulariaceae","herb",1401,"Artificial – Arable Land"
"Linderniella gracilis",-2.78333,30.7,"Scrophulariaceae","herb",201,"Savanna – Dry"
"Linderniella nana",-4.69389,29.6367,"Scrophulariaceae","herb",201,"Savanna – Dry"
"Linderniella gracilis",-8.18,34.9,"Scrophulariaceae","herb",201,"Savanna – Dry"
"Linderniella wilmsii",-8.6,31.5,"Scrophulariaceae","herb",307,"Shrubland – Subtropical/tropical high altitude"
"Linderniella wilmsii",-5.48,30.53,"Scrophulariaceae","herb",201,"Savanna – Dry"
"Linderniella gracilis",-5.15,33.25,"Scrophulariaceae","herb",1401,"Artificial – Arable Land"
"Linderniella trichotoma",-6.63333,31.2,"Scrophulariaceae","herb",105,"Forest – Subtropical/tropical dry"
"Rhabdotosperma brevipedicellata",-3.26666,36.55,"Scrophulariaceae","herb",307,"Shrubland – Subtropical/tropical high altitude"
"Rhabdotosperma brevipedicellata",-4.36944,37.8997,"Scrophulariaceae","herb",407,"Grassland – Subtropical/tropical high altitude"
"Rhabdotosperma brevipedicellata",-3.27667,36.6631,"Scrophulariaceae","herb",1403,"Artificial – Plantations"
"Rhabdotosperma brevipedicellata",-4.35,37.9028,"Scrophulariaceae","herb",109,"Forest – Subtropical/tropical moist montane"
"Rhabdotosperma brevipedicellata",-3.24833,36.7797,"Scrophulariaceae","herb",307,"Shrubland – Subtropical/tropical high altitude"
"Rhabdotosperma brevipedicellata",-3.26444,36.5469,"Scrophulariaceae","herb",307,"Shrubland – Subtropical/tropical high altitude"
"Rhabdotosperma brevipedicellata",-3.26666,36.5,"Scrophulariaceae","herb",109,"Forest – Subtropical/tropical moist montane"
"Rhabdotosperma brevipedicellata",-3.24416,36.5408,"Scrophulariaceae","herb",1401,"Artificial – Arable Land"
"Selago nyasae",-9.1,33.9,"Scrophulariaceae","shrub",1401,"Artificial – Arable Land"
"Selago blantyrensis",-9.28333,33.6167,"Scrophulariaceae","shrub",1403,"Artificial – Plantations"
"Selago thomsonii",-3.16667,37.45,"Scrophulariaceae","herb",1402,"Artificial – Pastureland"
"Selago blantyrensis",-9.28333,33.6167,"Scrophulariaceae","shrub",1403,"Artificial – Plantations"
"Selago goetzei",-9.28333,33.6167,"Scrophulariaceae","herb",1403,"Artificial – Plantations"
"Selago goetzei",-8.83333,33.6667,"Scrophulariaceae","herb",307,"Shrubland – Subtropical/tropical high altitude"
"Selago nyasae",-9.1,33.9,"Scrophulariaceae","shrub",1401,"Artificial – Arable Land"
"Selago thomsonii",-4.35222,37.9153,"Scrophulariaceae","herb",109,"Forest – Subtropical/tropical moist montane"
"Selago nyasae",-9,33.83,"Scrophulariaceae","shrub",1401,"Artificial – Arable Land"
"Selago caerulea",-7.10638,36.6347,"Scrophulariaceae","herb",109,"Forest – Subtropical/tropical moist montane"
"Selago thomsonii",-7.10222,36.6336,"Scrophulariaceae","herb",109,"Forest – Subtropical/tropical moist montane"
"Selago nyasae",-9.08,33.83,"Scrophulariaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Selago thomsonii",-4.30833,37.9086,"Scrophulariaceae","herb",109,"Forest – Subtropical/tropical moist montane"
"Selago thomsonii",-4.23333,37.9,"Scrophulariaceae","herb",109,"Forest – Subtropical/tropical moist montane"
"Selago thomsonii",-7.05,36.6333,"Scrophulariaceae","herb",109,"Forest – Subtropical/tropical moist montane"
"Selago thyrsoidea",-10.18,35.02,"Scrophulariaceae","shrub",105,"Forest – Subtropical/tropical dry"
"Selago thyrsoidea",-8.98,33.97,"Scrophulariaceae","shrub",1404,"Artificial – Rural Gardens"
"Selago barabei",-5.52,30.53,"Scrophulariaceae","herb",109,"Forest – Subtropical/tropical moist montane"
"Selago thyrsoidea",-9.03,33.63,"Scrophulariaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Selago thyrsoidea",-9,33.83,"Scrophulariaceae","shrub",1401,"Artificial – Arable Land"
"Selago thyrsoidea var. thyrsoidea",-9.33333,34.05,"Scrophulariaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Stemodiopsis buchananii var. buchananii",-7.8,37.8833,"Scrophulariaceae","herb",105,"Forest – Subtropical/tropical dry"
"Stemodiopsis buchananii",-5.85,35,"Scrophulariaceae","herb",201,"Savanna – Dry"
"Stemodiopsis buchananii var. buchananii",-7.95,36.8667,"Scrophulariaceae","herb",201,"Savanna – Dry"
"Stemodiopsis buchananii var. buchananii",-6.5,29.9167,"Scrophulariaceae","herb",505,"Wetlands (inland) – Permanent freshwater lakes (>8 ha)"
"Stemodiopsis buchananii",-2.59833,33.4411,"Scrophulariaceae","herb",201,"Savanna – Dry"
"Brucea antidysenterica",-4.22306,35.765,"Simaroubaceae","tree",307,"Shrubland – Subtropical/tropical high altitude"
"Brucea antidysenterica",-9.28333,33.6167,"Simaroubaceae","tree",1403,"Artificial – Plantations"
"Brucea tenuifolia",-5.1,38.65,"Simaroubaceae","tree",109,"Forest – Subtropical/tropical moist montane"
"Brucea tenuifolia",-7.39833,37.2997,"Simaroubaceae","tree",105,"Forest – Subtropical/tropical dry"
"Brucea antidysenterica",-3.23333,36.8167,"Simaroubaceae","tree",307,"Shrubland – Subtropical/tropical high altitude"
"Brucea tenuifolia",-4.99916,38.6692,"Simaroubaceae","tree",109,"Forest – Subtropical/tropical moist montane"
"Brucea tenuifolia",-7.8,36.5,"Simaroubaceae","tree",109,"Forest – Subtropical/tropical moist montane"
"Brucea tenuifolia",-5.13333,38.5667,"Simaroubaceae","tree",109,"Forest – Subtropical/tropical moist montane"
"Brucea antidysenterica",-3.71667,37.65,"Simaroubaceae","tree",307,"Shrubland – Subtropical/tropical high altitude"
"Brucea antidysenterica",-7.11666,36.65,"Simaroubaceae","tree",109,"Forest – Subtropical/tropical moist montane"
"Brucea tenuifolia",-8.93083,36.6556,"Simaroubaceae","tree",109,"Forest – Subtropical/tropical moist montane"
"Brucea antidysenterica",-4.30638,37.9017,"Simaroubaceae","tree",1403,"Artificial – Plantations"
"Brucea antidysenterica",-3.40138,36.0869,"Simaroubaceae","tree",109,"Forest – Subtropical/tropical moist montane"
"Brucea antidysenterica",-4.25444,37.9719,"Simaroubaceae","tree",109,"Forest – Subtropical/tropical moist montane"
"Brucea antidysenterica",-3.28333,36.8,"Simaroubaceae","tree",109,"Forest – Subtropical/tropical moist montane"
"Brucea tenuifolia",-5.1,38.6167,"Simaroubaceae","tree",106,"Forest – Subtropical/tropical moist lowland"
"Brucea antidysenterica",-3.24638,36.5217,"Simaroubaceae","tree",109,"Forest – Subtropical/tropical moist montane"
"Brucea tenuifolia",-6.88333,37.9167,"Simaroubaceae","tree",105,"Forest – Subtropical/tropical dry"
"Brucea antidysenterica",-5.0975,38.4294,"Simaroubaceae","tree",307,"Shrubland – Subtropical/tropical high altitude"
"Brucea tenuifolia",-7.68333,36.85,"Simaroubaceae","tree",307,"Shrubland – Subtropical/tropical high altitude"
"Brucea antidysenterica",-4.35,37.9028,"Simaroubaceae","tree",109,"Forest – Subtropical/tropical moist montane"
"Brucea tenuifolia",-5.13333,38.65,"Simaroubaceae","tree",109,"Forest – Subtropical/tropical moist montane"
"Brucea tenuifolia",-7.4,37.3,"Simaroubaceae","tree",105,"Forest – Subtropical/tropical dry"
"Brucea tenuifolia",-5.1,38.6167,"Simaroubaceae","tree",106,"Forest – Subtropical/tropical moist lowland"
"Brucea tenuifolia",-5.1,38.6167,"Simaroubaceae","tree",106,"Forest – Subtropical/tropical moist lowland"
"Brucea tenuifolia",-7.78333,36.5333,"Simaroubaceae","tree",109,"Forest – Subtropical/tropical moist montane"
"Brucea tenuifolia",-5.15,38.4667,"Simaroubaceae","tree",201,"Savanna – Dry"
"Brucea antidysenterica",-8.35,38.9333,"Simaroubaceae","tree",105,"Forest – Subtropical/tropical dry"
"Brucea tenuifolia",-5.08333,38.6667,"Simaroubaceae","tree",109,"Forest – Subtropical/tropical moist montane"
"Ficalhoa laurifolia",-4.305,37.9283,"Sladeniaceae","tree",109,"Forest – Subtropical/tropical moist montane"
"Ficalhoa laurifolia",-10,34.5833,"Sladeniaceae","tree",109,"Forest – Subtropical/tropical moist montane"
"Ficalhoa laurifolia",-4.27916,37.9706,"Sladeniaceae","tree",109,"Forest – Subtropical/tropical moist montane"
"Ficalhoa laurifolia",-4.24583,37.9647,"Sladeniaceae","tree",109,"Forest – Subtropical/tropical moist montane"
"Ficalhoa laurifolia",-8.38333,35.95,"Sladeniaceae","tree",109,"Forest – Subtropical/tropical moist montane"
"Ficalhoa laurifolia",-4.30083,37.9292,"Sladeniaceae","tree",109,"Forest – Subtropical/tropical moist montane"
"Ficalhoa laurifolia",-9,33.55,"Sladeniaceae","tree",109,"Forest – Subtropical/tropical moist montane"
"Ficalhoa laurifolia",-4.27277,37.9864,"Sladeniaceae","tree",109,"Forest – Subtropical/tropical moist montane"
"Ficalhoa laurifolia",-4.29444,37.9417,"Sladeniaceae","tree",109,"Forest – Subtropical/tropical moist montane"
"Ficalhoa laurifolia",-6.82667,36.5769,"Sladeniaceae","tree",109,"Forest – Subtropical/tropical moist montane"
"Ficalhoa laurifolia",-8.61777,35.6394,"Sladeniaceae","tree",106,"Forest – Subtropical/tropical moist lowland"
"Ficalhoa laurifolia",-5.00111,38.6311,"Sladeniaceae","tree",109,"Forest – Subtropical/tropical moist montane"
"Ficalhoa laurifolia",-4.4,38,"Sladeniaceae","tree",202,"Savanna – Moist"
"Ficalhoa laurifolia",-7.42667,36.7214,"Sladeniaceae","tree",109,"Forest – Subtropical/tropical moist montane"
"Ficalhoa laurifolia",-4.35027,37.9111,"Sladeniaceae","tree",109,"Forest – Subtropical/tropical moist montane"
"Ficalhoa laurifolia",-4.29333,37.9289,"Sladeniaceae","tree",109,"Forest – Subtropical/tropical moist montane"
"Ficalhoa laurifolia",-7.89194,31.0225,"Sladeniaceae","tree",201,"Savanna – Dry"
"Ficalhoa laurifolia",-6.9025,37.6842,"Sladeniaceae","tree",109,"Forest – Subtropical/tropical moist montane"
"Ficalhoa laurifolia",-4.23111,37.9714,"Sladeniaceae","tree",1403,"Artificial – Plantations"
"Ficalhoa laurifolia",-4.295,37.9328,"Sladeniaceae","tree",109,"Forest – Subtropical/tropical moist montane"
"Ficalhoa laurifolia",-4.295,37.9328,"Sladeniaceae","tree",109,"Forest – Subtropical/tropical moist montane"
"Ficalhoa laurifolia",-8.93083,36.6556,"Sladeniaceae","tree",109,"Forest – Subtropical/tropical moist montane"
"Ficalhoa laurifolia",-4.33333,37.9667,"Sladeniaceae","tree",109,"Forest – Subtropical/tropical moist montane"
"Ficalhoa laurifolia",-9.01666,33.55,"Sladeniaceae","tree",109,"Forest – Subtropical/tropical moist montane"
"Ficalhoa laurifolia",-4.28222,37.9792,"Sladeniaceae","tree",109,"Forest – Subtropical/tropical moist montane"
"Ficalhoa laurifolia",-4.29027,37.9297,"Sladeniaceae","tree",109,"Forest – Subtropical/tropical moist montane"
"Ficalhoa laurifolia",-9.12916,33.7353,"Sladeniaceae","tree",109,"Forest – Subtropical/tropical moist montane"
"Ficalhoa laurifolia",-7.65,36.55,"Sladeniaceae","tree",105,"Forest – Subtropical/tropical dry"
"Ficalhoa laurifolia",-8.62222,35.6439,"Sladeniaceae","tree",106,"Forest – Subtropical/tropical moist lowland"
"Ficalhoa laurifolia",-9.14083,33.6353,"Sladeniaceae","tree",109,"Forest – Subtropical/tropical moist montane"
"Ficalhoa laurifolia",-4.33333,37.9667,"Sladeniaceae","tree",109,"Forest – Subtropical/tropical moist montane"
"Ficalhoa laurifolia",-6.00278,37.7219,"Sladeniaceae","tree",105,"Forest – Subtropical/tropical dry"
"Ficalhoa laurifolia",-9.11666,34.2667,"Sladeniaceae","tree",307,"Shrubland – Subtropical/tropical high altitude"
"Ficalhoa laurifolia",-6.07305,37.4986,"Sladeniaceae","tree",109,"Forest – Subtropical/tropical moist montane"
"Ficalhoa laurifolia",-9.28333,33.6167,"Sladeniaceae","tree",1403,"Artificial – Plantations"
"Smilax anceps",-2.9,31.1833,"Smilacaceae","liana",201,"Savanna – Dry"
"Smilax anceps",-1.08333,31.8333,"Smilacaceae","liana",305,"Shrubland – Subtropical/tropical dry"
"Smilax anceps",-4.22306,35.765,"Smilacaceae","liana",307,"Shrubland – Subtropical/tropical high altitude"
"Smilax anceps",-1.06667,31.8333,"Smilacaceae","liana",1402,"Artificial – Pastureland"
"Smilax anceps",-4.66889,29.6297,"Smilacaceae","liana",105,"Forest – Subtropical/tropical dry"
"Smilax anceps",-9.28333,33.6167,"Smilacaceae","liana",1403,"Artificial – Plantations"
"Smilax aspera",-8.66667,35.2667,"Smilacaceae","liana",109,"Forest – Subtropical/tropical moist montane"
"Smilax anceps",-7.11667,36.15,"Smilacaceae","liana",201,"Savanna – Dry"
"Smilax anceps",-9.28333,33.6167,"Smilacaceae","liana",1403,"Artificial – Plantations"
"Smilax anceps",-9.28333,33.6167,"Smilacaceae","liana",1403,"Artificial – Plantations"
"Smilax anceps",-9.28333,33.6167,"Smilacaceae","liana",1403,"Artificial – Plantations"
"Smilax anceps",-9.98333,34.6,"Smilacaceae","liana",109,"Forest – Subtropical/tropical moist montane"
"Smilax aspera",-4.3,37.9333,"Smilacaceae","liana",109,"Forest – Subtropical/tropical moist montane"
"Smilax anceps",-8.18806,31.1247,"Smilacaceae","liana",105,"Forest – Subtropical/tropical dry"
"Smilax anceps",-8.83333,33.3333,"Smilacaceae","liana",307,"Shrubland – Subtropical/tropical high altitude"
"Smilax anceps",-8.625,35.6239,"Smilacaceae","liana",202,"Savanna – Moist"
"Smilax anceps",-6.92666,39.0858,"Smilacaceae","liana",105,"Forest – Subtropical/tropical dry"
"Smilax aspera",-8.55138,35.4572,"Smilacaceae","liana",109,"Forest – Subtropical/tropical moist montane"
"Smilax anceps",-9.18333,33.8667,"Smilacaceae","liana",109,"Forest – Subtropical/tropical moist montane"
"Smilax anceps",-8.86666,33.2833,"Smilacaceae","liana",201,"Savanna – Dry"
"Smilax anceps",-8.46361,31.3539,"Smilacaceae","liana",307,"Shrubland – Subtropical/tropical high altitude"
"Smilax anceps",-8.65833,35.6333,"Smilacaceae","liana",105,"Forest – Subtropical/tropical dry"
"Smilax anceps",-6.94277,39.5078,"Smilacaceae","liana",1200,NA
"Smilax aspera",-9.98333,34.6,"Smilacaceae","liana",109,"Forest – Subtropical/tropical moist montane"
"Smilax aspera",-4.26555,37.9305,"Smilacaceae","liana",109,"Forest – Subtropical/tropical moist montane"
"Smilax anceps",-9.93333,34.5333,"Smilacaceae","liana",307,"Shrubland – Subtropical/tropical high altitude"
"Smilax aspera",-9.75,34.35,"Smilacaceae","liana",1403,"Artificial – Plantations"
"Smilax anceps",-9.98333,34.6,"Smilacaceae","liana",109,"Forest – Subtropical/tropical moist montane"
"Smilax anceps",-1.08333,31.5167,"Smilacaceae","liana",105,"Forest – Subtropical/tropical dry"
"Smilax aspera",-8.5,35.25,"Smilacaceae","liana",307,"Shrubland – Subtropical/tropical high altitude"
"Smilax aspera",-4.24444,37.9767,"Smilacaceae","liana",109,"Forest – Subtropical/tropical moist montane"
"Smilax aspera",-9.98333,34.6,"Smilacaceae","liana",109,"Forest – Subtropical/tropical moist montane"
"Smilax anceps",-9.24,35.1867,"Smilacaceae","liana",109,"Forest – Subtropical/tropical moist montane"
"Smilax aspera",-4.27916,37.9706,"Smilacaceae","liana",109,"Forest – Subtropical/tropical moist montane"
"Smilax anceps",-6.93305,39.0555,"Smilacaceae","liana",105,"Forest – Subtropical/tropical dry"
"Smilax aspera",-4.21388,37.9569,"Smilacaceae","liana",307,"Shrubland – Subtropical/tropical high altitude"
"Smilax anceps",-5.42444,30.5814,"Smilacaceae","liana",105,"Forest – Subtropical/tropical dry"
"Smilax anceps",-1.04,31.535,"Smilacaceae","liana",1401,"Artificial – Arable Land"
"Smilax anceps",-8.61083,35.6167,"Smilacaceae","liana",1401,"Artificial – Arable Land"
"Smilax anceps",-5.06666,38.4619,"Smilacaceae","liana",1401,"Artificial – Arable Land"
"Smilax anceps",-7.75,36.45,"Smilacaceae","liana",109,"Forest – Subtropical/tropical moist montane"
"Smilax anceps",-8.60416,35.6164,"Smilacaceae","liana",109,"Forest – Subtropical/tropical moist montane"
"Smilax aspera",-4.31666,37.9833,"Smilacaceae","liana",109,"Forest – Subtropical/tropical moist montane"
"Smilax anceps",-4.98722,38.6647,"Smilacaceae","liana",109,"Forest – Subtropical/tropical moist montane"
"Smilax aspera",-7.09805,36.6186,"Smilacaceae","liana",307,"Shrubland – Subtropical/tropical high altitude"
"Smilax anceps",-4.3,37.95,"Smilacaceae","liana",109,"Forest – Subtropical/tropical moist montane"
"Smilax anceps",-8.66666,35.5833,"Smilacaceae","liana",201,"Savanna – Dry"
"Smilax anceps",-6.91444,36.6014,"Smilacaceae","liana",109,"Forest – Subtropical/tropical moist montane"
"Smilax anceps",-1.0525,31.5997,"Smilacaceae","liana",201,"Savanna – Dry"
"Smilax anceps",-7.78777,36.8275,"Smilacaceae","liana",105,"Forest – Subtropical/tropical dry"
"Smilax anceps",-5.9125,30.2111,"Smilacaceae","liana",105,"Forest – Subtropical/tropical dry"
"Smilax aspera",-4.2,37.95,"Smilacaceae","liana",1403,"Artificial – Plantations"
"Smilax aspera",-4.23333,37.9,"Smilacaceae","liana",109,"Forest – Subtropical/tropical moist montane"
"Smilax aspera",-7.88333,31.65,"Smilacaceae","liana",1401,"Artificial – Arable Land"
"Smilax anceps",-4.66917,29.6333,"Smilacaceae","liana",105,"Forest – Subtropical/tropical dry"
"Smilax anceps",-10.2053,39.1558,"Smilacaceae","liana",201,"Savanna – Dry"
"Smilax anceps",-6.15,38.6,"Smilacaceae","liana",105,"Forest – Subtropical/tropical dry"
"Smilax anceps",-7.79333,36.8328,"Smilacaceae","liana",105,"Forest – Subtropical/tropical dry"
"Smilax aspera",-4.76444,38.3589,"Smilacaceae","liana",109,"Forest – Subtropical/tropical moist montane"
"Smilax anceps",-8.77166,36.72,"Smilacaceae","liana",105,"Forest – Subtropical/tropical dry"
"Smilax anceps",-8.61972,36.7128,"Smilacaceae","liana",105,"Forest – Subtropical/tropical dry"
"Smilax aspera",-4.29055,37.925,"Smilacaceae","liana",307,"Shrubland – Subtropical/tropical high altitude"
"Smilax anceps",-6.15,38.6,"Smilacaceae","liana",105,"Forest – Subtropical/tropical dry"
"Smilax anceps",-4.31666,38,"Smilacaceae","liana",202,"Savanna – Moist"
"Smilax anceps",-4.66666,29.6333,"Smilacaceae","liana",105,"Forest – Subtropical/tropical dry"
"Smilax anceps",-7.87972,30.9747,"Smilacaceae","liana",105,"Forest – Subtropical/tropical dry"
"Smilax aspera",-4.29888,37.9253,"Smilacaceae","liana",307,"Shrubland – Subtropical/tropical high altitude"
"Smilax aspera",-9.11055,34.0905,"Smilacaceae","liana",1401,"Artificial – Arable Land"
"Smilax anceps",-4.31388,38.0022,"Smilacaceae","liana",106,"Forest – Subtropical/tropical moist lowland"
"Smilax anceps",-8.60055,35.6281,"Smilacaceae","liana",307,"Shrubland – Subtropical/tropical high altitude"
"Smilax anceps",-5.08611,38.4361,"Smilacaceae","liana",106,"Forest – Subtropical/tropical moist lowland"
"Smilax anceps",-7.63388,30.8672,"Smilacaceae","liana",105,"Forest – Subtropical/tropical dry"
"Smilax anceps",-4.68333,29.6333,"Smilacaceae","liana",105,"Forest – Subtropical/tropical dry"
"Smilax anceps",-6.07777,37.5469,"Smilacaceae","liana",106,"Forest – Subtropical/tropical moist lowland"
"Smilax anceps",-4.68333,29.6333,"Smilacaceae","liana",105,"Forest – Subtropical/tropical dry"
"Smilax anceps",-7.76277,36.4314,"Smilacaceae","liana",1403,"Artificial – Plantations"
"Smilax anceps",-7.67444,36.7611,"Smilacaceae","liana",105,"Forest – Subtropical/tropical dry"
"Smilax anceps",-5.1,38.6667,"Smilacaceae","liana",109,"Forest – Subtropical/tropical moist montane"
"Smilax aspera",-4.29666,37.9281,"Smilacaceae","liana",109,"Forest – Subtropical/tropical moist montane"
"Smilax anceps",-5.06666,38.7833,"Smilacaceae","liana",306,"Shrubland – Subtropical/tropical moist"
"Smilax anceps",-6.13333,39.25,"Smilacaceae","liana",1403,"Artificial – Plantations"
"Smilax anceps",-8.62388,36.6194,"Smilacaceae","liana",1401,"Artificial – Arable Land"
"Smilax anceps",-5.12138,38.4714,"Smilacaceae","liana",201,"Savanna – Dry"
"Smilax anceps",-8.08388,31.2997,"Smilacaceae","liana",201,"Savanna – Dry"
"Smilax anceps",-4.91194,38.6364,"Smilacaceae","liana",109,"Forest – Subtropical/tropical moist montane"
"Smilax anceps",-7.48333,36.25,"Smilacaceae","liana",201,"Savanna – Dry"
"Smilax aspera",-8.5,35.25,"Smilacaceae","liana",307,"Shrubland – Subtropical/tropical high altitude"
"Smilax anceps",-3.4,36.8333,"Smilacaceae","liana",305,"Shrubland – Subtropical/tropical dry"
"Smilax anceps",-4.63222,29.6497,"Smilacaceae","liana",105,"Forest – Subtropical/tropical dry"
"Smilax anceps",-7.89972,31.0272,"Smilacaceae","liana",201,"Savanna – Dry"
"Smilax anceps",-4.66666,29.6333,"Smilacaceae","liana",105,"Forest – Subtropical/tropical dry"
"Smilax anceps",-5.93333,30.1,"Smilacaceae","liana",201,"Savanna – Dry"
"Smilax anceps",-8.29111,31.1242,"Smilacaceae","liana",105,"Forest – Subtropical/tropical dry"
"Discopodium penninervium",-9.28333,33.6167,"Solanaceae","shrub",1403,"Artificial – Plantations"
"Discopodium penninervium",-9.75,34.3333,"Solanaceae","shrub",105,"Forest – Subtropical/tropical dry"
"Discopodium penninervium",-9.28333,33.6167,"Solanaceae","shrub",1403,"Artificial – Plantations"
"Discopodium penninervium",-3.23333,36.75,"Solanaceae","shrub",600,"Rocky Areas"
"Discopodium penninervium",-7.75,36.45,"Solanaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Discopodium penninervium",-7.69,36.8722,"Solanaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Discopodium penninervium",-7.75,36.45,"Solanaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Discopodium penninervium",-7.17583,36.4311,"Solanaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Discopodium penninervium",-8.54611,35.4625,"Solanaceae","shrub",307,"Shrubland – Subtropical/tropical high altitude"
"Discopodium penninervium",-9.1625,33.63,"Solanaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Discopodium penninervium",-3.26666,36.45,"Solanaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Discopodium penninervium",-8.98333,33.6,"Solanaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Discopodium penninervium",-8.98333,33.6,"Solanaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Discopodium penninervium",-9.06666,33.6167,"Solanaceae","shrub",307,"Shrubland – Subtropical/tropical high altitude"
"Lycium shawii",-3,35.0333,"Solanaceae","shrub",305,"Shrubland – Subtropical/tropical dry"
"Lycium shawii",-8.25,35.25,"Solanaceae","shrub",1401,"Artificial – Arable Land"
"Lycium shawii",-8.23333,35.1167,"Solanaceae","shrub",1401,"Artificial – Arable Land"
"Lycium shawii",-4.80166,35.2136,"Solanaceae","shrub",307,"Shrubland – Subtropical/tropical high altitude"
"Physalis minima",-9.28333,33.6167,"Solanaceae","herb",1403,"Artificial – Plantations"
