"species"
"pycnostachys deflexifolia"
"pycnostachys coerulea"
"pycnostachys stuhlmannii"
"pycnostachys eminii"
"pycnostachys ciliata"
"pycnostachys umbrosa"
"pycnostachys kassneri"
"pycnostachys graminifolia"
"pycnostachys verticillata"
"pycnostachys descampsii"
"pycnostachys prittwitzii"
"pycnostachys schweinfurthii"
"pycnostachys dewildemaniana"
"rotheca incisa"
"satureja punctata"
"stachys gossweileri"
"tectona grandis"
"tetradenia riparia"
"tetradenia multiflora"
"vitex amboniensis"
"ocotea usambarensis"
"utricularia microcalyx"
"linum usitatissimum"
"crepidorhopalon insularis"
"lindernia rotundifolia"
"lindernia subracemosa"
"lindernia abyssinica"
"torenia crustacea"
"agelanthus krausei"
"agelanthus scassellatii"
"dendrophthoe dregei"
"englerina collinsii"
"erianthemum taborense"
"globimetula mweroensis"
"phragmanthera rufescens"
"hionanthera mossambicensis"
"nesaea aurita"
"nesaea triflora"
"nesaea aspera"
"nesaea radicans"
"nesaea floribunda"
"nesaea schinzii"
"nesaea heptamera"
"nesaea volkensii"
"nesaea pedicellata"
"nesaea linearis"
"nesaea maxima"
"nesaea fruticosa"
"nesaea stuhlmannii"
"nesaea erecta"
"nesaea parkeri"
"nesaea cordata"
"acridocarpus ugandensis"
"acridocarpus katangensis"
