species,decimalLatitude,decimalLongitude,family,a_habit
Pouteria alnifolia,-5.00556,38.7253,Sapotaceae,tree
Pouteria alnifolia var. alnifolia,-6.91666,39.0333,Sapotaceae,tree
Pouteria adolfi-friedericii subsp. keniensis,-4.26527,37.9203,Sapotaceae,tree
Pouteria alnifolia var. alnifolia,-7,37.8,Sapotaceae,tree
Pouteria alnifolia,-8.32055,38.9589,Sapotaceae,tree
Pouteria alnifolia var. alnifolia,-6.86666,39.0667,Sapotaceae,tree
Pouteria pseudoracemosa,-7.01666,37.8,Sapotaceae,tree
Pouteria adolfi-friedericii subsp. usambarensis,-4.78333,38.45,Sapotaceae,tree
Pouteria alnifolia,-6.15,38.6,Sapotaceae,tree
Pouteria alnifolia,-6.2275,37.5203,Sapotaceae,tree
Pouteria alnifolia,-8.35,38.9333,Sapotaceae,tree
Pouteria alnifolia,-6.83333,39.0333,Sapotaceae,tree
Pouteria adolfi-friedericii subsp. usambarensis,-4.8,38.5,Sapotaceae,tree
Pouteria pseudoracemosa,-7.8,36.9,Sapotaceae,tree
Pouteria alnifolia,-9.72555,39.5342,Sapotaceae,tree
Pouteria pseudoracemosa,-5.08333,38.6,Sapotaceae,tree
Pouteria alnifolia var. sacleuxii,-6.26666,39.2667,Sapotaceae,tree
Pouteria adolfi-friedericii subsp. australis,-9.1675,33.635,Sapotaceae,tree
Pouteria alnifolia,-7.8,36.8833,Sapotaceae,tree
Pouteria adolfi-friedericii subsp. usambarensis,-4.51666,38.3,Sapotaceae,tree
Pouteria adolfi-friedericii subsp. australis,-9.83333,34.5,Sapotaceae,tree
Pouteria alnifolia var. alnifolia,-5.11666,38.6667,Sapotaceae,tree
Pouteria adolfi-friedericii subsp. australis,-7.8925,31.6783,Sapotaceae,tree
Pouteria adolfi-friedericii subsp. keniensis,-3.26666,36.4667,Sapotaceae,tree
Pouteria alnifolia var. alnifolia,-6.11666,37.65,Sapotaceae,tree
Pouteria adolfi-friedericii subsp. australis,-3.26666,36.4667,Sapotaceae,tree
Pouteria alnifolia var. alnifolia,-6.2,29.9,Sapotaceae,tree
Pouteria pseudoracemosa,-7.78333,36.5333,Sapotaceae,tree
Pouteria adolfi-friedericii subsp. australis,-9.06666,33.4333,Sapotaceae,tree
Pouteria alnifolia,-6.86666,39.0667,Sapotaceae,tree
Pouteria pseudoracemosa,-7.19333,36.8142,Sapotaceae,tree
Pouteria adolfi-friedericii subsp. australis,-7.86666,31.6667,Sapotaceae,tree
Pouteria adolfi-friedericii subsp. floccosa,-3.35,35.5667,Sapotaceae,tree
Pouteria adolfi-friedericii subsp. usambarensis,-4.78333,38.2833,Sapotaceae,tree
Pouteria pseudoracemosa,-5.21666,38.6833,Sapotaceae,tree
Pouteria adolfi-friedericii subsp. australis,-8.83333,33.3333,Sapotaceae,tree
Pouteria pseudoracemosa,-7,37.8,Sapotaceae,tree
Pouteria adolfi-friedericii subsp. australis,-9.16667,33.6667,Sapotaceae,tree
Pouteria alnifolia var. sacleuxii,-6.26666,39.2667,Sapotaceae,tree
Sideroxylon inerme,-4.22306,35.765,Sapotaceae,tree
Sideroxylon inerme subsp. diospyroides,-6.26416,39.2064,Sapotaceae,tree
Sideroxylon inerme subsp. diospyroides,-6.8,39.25,Sapotaceae,tree
Sideroxylon inerme subsp. diospyroides,-6.81666,38.4333,Sapotaceae,tree
Sideroxylon inerme subsp. diospyroides,-8.96122,39.4931,Sapotaceae,tree
Sideroxylon inerme subsp. diospyroides,-8.95916,39.4922,Sapotaceae,tree
Sideroxylon inerme,-7.66666,39.2833,Sapotaceae,tree
Sideroxylon inerme subsp. diospyroides,-9.65833,39.3867,Sapotaceae,tree
Sideroxylon inerme subsp. diospyroides,-6.81666,39.2667,Sapotaceae,tree
Sideroxylon inerme,-6.31666,38.75,Sapotaceae,tree
Sideroxylon inerme,-8.95,39.3189,Sapotaceae,tree
Sideroxylon inerme subsp. diospyroides,-6.03333,38.7833,Sapotaceae,tree
Sideroxylon inerme subsp. diospyroides,-6.68,39.0733,Sapotaceae,tree
Sideroxylon inerme subsp. diospyroides,-9.03166,39.2717,Sapotaceae,tree
Sideroxylon inerme subsp. diospyroides,-8.51667,38.5167,Sapotaceae,tree
Sideroxylon inerme subsp. diospyroides,-5.78333,38.85,Sapotaceae,tree
Synsepalum brevipes,-1.3,31.75,Sapotaceae,tree
Synsepalum stipulatum,-9.28333,33.6167,Sapotaceae,tree
Synsepalum brevipes,-9.28333,33.6167,Sapotaceae,tree
Synsepalum brevipes,-9.28333,33.6167,Sapotaceae,tree
Synsepalum passargei,-9.28333,33.6167,Sapotaceae,tree
Synsepalum brevipes,-9.28333,33.6167,Sapotaceae,tree
Synsepalum brevipes,-6.94,39.058,Sapotaceae,tree
Synsepalum msolo,-7.93361,36.505,Sapotaceae,tree
Synsepalum ulugurense,-7.8,37.9,Sapotaceae,tree
Synsepalum ulugurense,-4.7,38.7,Sapotaceae,tree
Synsepalum kaessneri,-6.93361,38.8122,Sapotaceae,tree
Synsepalum ulugurense,-7.8,37.9,Sapotaceae,tree
Synsepalum passargei,-5.47527,30.5767,Sapotaceae,tree
Synsepalum cerasiferum,-6.11667,37.5833,Sapotaceae,tree
Synsepalum brevipes,-1.01666,31.6167,Sapotaceae,tree
Synsepalum kaessneri,-4.86388,38.7831,Sapotaceae,tree
Synsepalum brevipes,-4.99361,38.6736,Sapotaceae,tree
Synsepalum ulugurense,-6,37.7167,Sapotaceae,tree
Synsepalum kaessneri,-4.95,38.7167,Sapotaceae,tree
Synsepalum cerasiferum,-5.07777,38.4108,Sapotaceae,tree
Synsepalum ulugurense,-6.90667,37.6772,Sapotaceae,tree
Synsepalum msolo,-5.065,38.4572,Sapotaceae,tree
Synsepalum cerasiferum,-5.05611,38.403,Sapotaceae,tree
Synsepalum brevipes,-6.98333,39.2833,Sapotaceae,tree
Synsepalum kaessneri,-7,37.8,Sapotaceae,tree
Synsepalum msolo,-4.29083,38.0369,Sapotaceae,tree
Synsepalum cerasiferum,-8.94528,36.6722,Sapotaceae,tree
Synsepalum msolo,-6.88333,37.7167,Sapotaceae,tree
Synsepalum brevipes,-1.01666,31.6333,Sapotaceae,tree
Synsepalum kaessneri,-4.93333,38.7167,Sapotaceae,tree
Synsepalum brevipes,-6.15,38.6,Sapotaceae,tree
Synsepalum brevipes,-6.15,38.6,Sapotaceae,tree
Synsepalum brevipes,-8.34388,31.2078,Sapotaceae,tree
Synsepalum brevipes,-6.74888,39.0772,Sapotaceae,tree
Synsepalum cerasiferum,-7.81667,36.8833,Sapotaceae,tree
Synsepalum brevipes,-6.15,38.6,Sapotaceae,tree
Synsepalum brevipes,-8.54166,36.4839,Sapotaceae,tree
Synsepalum cerasiferum,-7.21333,36.825,Sapotaceae,tree
Synsepalum msolo,-8.5,35.9167,Sapotaceae,tree
Synsepalum msolo,-5.06111,38.4278,Sapotaceae,tree
Synsepalum brevipes,-5.06722,38.4239,Sapotaceae,tree
Synsepalum ulugurense,-7.16666,37.6667,Sapotaceae,tree
Synsepalum brevipes,-9.75,34.3394,Sapotaceae,tree
Synsepalum brevipes,-6.96666,37.7333,Sapotaceae,tree
Synsepalum brevipes,-9.75028,34.3372,Sapotaceae,tree
Synsepalum brevipes,-7.16666,37.75,Sapotaceae,tree
Synsepalum brevipes,-4.31666,38,Sapotaceae,tree
Synsepalum brevipes,-1.08527,31.5172,Sapotaceae,tree
Synsepalum brevipes,-4.31666,38,Sapotaceae,tree
Synsepalum passargei,-5.16666,30.3333,Sapotaceae,tree
Synsepalum brevipes,-9.23361,33.895,Sapotaceae,tree
Synsepalum brevipes,-6.07777,37.5469,Sapotaceae,tree
Synsepalum brevipes,-4.31666,38,Sapotaceae,tree
Synsepalum kaessneri,-6.86666,39.0667,Sapotaceae,tree
Synsepalum msolo,-6.07611,37.5592,Sapotaceae,tree
Synsepalum msolo,-5.06666,38.4211,Sapotaceae,tree
Synsepalum ulugurense,-5.1,38.6333,Sapotaceae,tree
Synsepalum kaessneri,-7.01666,37.8,Sapotaceae,tree
Synsepalum brevipes,-6.15,38.6,Sapotaceae,tree
Synsepalum cerasiferum,-5.06666,38.4211,Sapotaceae,tree
Synsepalum msolo,-5.08333,38.6667,Sapotaceae,tree
Synsepalum cerasiferum,-5.075,38.6333,Sapotaceae,tree
Vitellariopsis cuneata,-7.83333,36.9167,Sapotaceae,tree
Vitellariopsis kirkii,-6.24722,38.3878,Sapotaceae,tree
Vitellariopsis cuneata,-5.04666,38.4794,Sapotaceae,tree
Vitellariopsis kirkii,-5.36666,38.9667,Sapotaceae,tree
Vitellariopsis cuneata,-5.08333,38.3667,Sapotaceae,tree
Vitellariopsis kirkii,-6.78333,39,Sapotaceae,tree
Vitellariopsis cuneata,-6.31666,38.75,Sapotaceae,tree
Vitellariopsis kirkii,-6.96666,37.85,Sapotaceae,tree
Vitellariopsis cuneata,-9.72555,39.5342,Sapotaceae,tree
Vitellariopsis cuneata,-6.31666,38.75,Sapotaceae,tree
Vitellariopsis kirkii,-5.36666,38.9667,Sapotaceae,tree
Anemia lepigera,-7.5,36.1667,Schizaeaceae,herb
Anemia lanipes,-6,37.7167,Schizaeaceae,herb
Anemia vestita,-9.93333,34.5167,Schizaeaceae,herb
Anemia vestita,-6.925,36.5803,Schizaeaceae,herb
Anemia lepigera,-9.05,33.9167,Schizaeaceae,herb
Anemia vestita,-9.1,33.6667,Schizaeaceae,herb
Anemia caffrorum,-9.28333,33.65,Schizaeaceae,herb
Lygodium microphyllum,-9.28333,33.6167,Schizaeaceae,liana
Lygodium microphyllum,-1.32666,31.7903,Schizaeaceae,liana
Lygodium microphyllum,-1.14833,31.5214,Schizaeaceae,liana
Lygodium microphyllum,-5.15,38.6,Schizaeaceae,liana
Schizaea tenella,-9.28333,33.65,Schizaeaceae,herb
Schizaea dichotoma,-6,37.7167,Schizaeaceae,herb
Schizaea dichotoma,-8.41666,35.75,Schizaeaceae,herb
Schizaea dichotoma,-7.8,36.8667,Schizaeaceae,herb
Schizaea dichotoma,-8.41666,35.75,Schizaeaceae,herb
Schizaea dichotoma,-7.8,36.87,Schizaeaceae,herb
Schizaea dichotoma,-5.57,38.5,Schizaeaceae,herb
Buddleja axillaris,-6.91667,37.8333,Scrophulariaceae,shrub
Buddleja pulchella,-9.28333,33.65,Scrophulariaceae,shrub
Buddleja salvifolia,-8,35.8333,Scrophulariaceae,shrub
Buddleja salvifolia,-9.25,34.75,Scrophulariaceae,shrub
Buddleja salvifolia,-9.16667,33.6,Scrophulariaceae,shrub
Buddleja salvifolia,-8.58333,35.5,Scrophulariaceae,shrub
Buddleja pulchella,-4.71667,38.2333,Scrophulariaceae,shrub
Buddleja pulchella,-4.68333,38.2833,Scrophulariaceae,shrub
Buddleja pulchella,-4.71667,38.2833,Scrophulariaceae,shrub
Buddleja salvifolia,-9.28333,33.6167,Scrophulariaceae,shrub
Buddleja dysophylla,-7.93333,35.5667,Scrophulariaceae,shrub
Buddleja salvifolia,-8.81666,33.3333,Scrophulariaceae,shrub
Buddleja polystachya,-3.40194,36.6303,Scrophulariaceae,shrub
Buddleja dysophylla,-8.53667,35.3333,Scrophulariaceae,shrub
Buddleja salvifolia,-8.6,35.3,Scrophulariaceae,shrub
Buddleja pulchella,-6.37278,36.9272,Scrophulariaceae,shrub
Buddleja axillaris,-9.75,34.3667,Scrophulariaceae,shrub
Buddleja polystachya,-3.35,36.5333,Scrophulariaceae,shrub
Buddleja salvifolia,-8.60611,35.6267,Scrophulariaceae,shrub
Buddleja pulchella,-9.18333,33.3,Scrophulariaceae,shrub
Buddleja dysophylla,-8.55,35.3167,Scrophulariaceae,shrub
Buddleja pulchella,-7.11666,36.65,Scrophulariaceae,shrub
Buddleja salvifolia,-8.41666,35.75,Scrophulariaceae,shrub
Buddleja polystachya,-3.29806,36.4919,Scrophulariaceae,shrub
Buddleja pulchella,-9.11472,33.7267,Scrophulariaceae,shrub
Buddleja polystachya,-2.87666,36.2611,Scrophulariaceae,shrub
Buddleja polystachya,-2.91667,36.25,Scrophulariaceae,shrub
Buddleja axillaris,-7.68,36.87,Scrophulariaceae,shrub
Buddleja pulchella,-7.68,36.87,Scrophulariaceae,shrub
Diclis ovata,-9.28333,33.6167,Scrophulariaceae,herb
Diclis ovata,-8.85,33.2833,Scrophulariaceae,herb
Diclis ovata,-8.83333,33.3333,Scrophulariaceae,herb
Diclis ovata,-1.02666,31.5708,Scrophulariaceae,herb
Diclis ovata,-9.98333,34.6,Scrophulariaceae,herb
Diclis ovata,-3.25,36.75,Scrophulariaceae,herb
Hebenstretia dentata,-4.31027,37.9006,Scrophulariaceae,herb
Hebenstretia angolensis,-8.51666,35.1667,Scrophulariaceae,herb
Hebenstretia angolensis,-8.83333,33.3333,Scrophulariaceae,herb
Hebenstretia angolensis,-8.83333,33.3333,Scrophulariaceae,herb
Hebenstretia dentata,-3.23333,36.7167,Scrophulariaceae,herb
Hebenstretia angolensis,-9.08333,33.8333,Scrophulariaceae,herb
Hebenstretia angolensis,-9.08333,33.9667,Scrophulariaceae,herb
Hebenstretia angolensis,-9.03333,33.9167,Scrophulariaceae,herb
Hebenstretia angolensis,-7.88778,31.6606,Scrophulariaceae,herb
Hebenstretia angolensis,-3.29194,36.7228,Scrophulariaceae,herb
Hebenstretia angolensis,-5.49799,30.5564,Scrophulariaceae,herb
Hebenstretia angolensis,-2.87972,36.1883,Scrophulariaceae,herb
Hebenstretia angolensis,-2.82722,36.2178,Scrophulariaceae,herb
Hebenstretia angolensis,-2.89222,36.2194,Scrophulariaceae,herb
Hebenstretia angolensis,-8.83333,33.3333,Scrophulariaceae,herb
Hebenstretia angolensis,-8.5,35.5833,Scrophulariaceae,herb
Hebenstretia angolensis,-3.21305,35.3467,Scrophulariaceae,herb
Hebenstretia angolensis,-2.90444,36.2436,Scrophulariaceae,herb
Hebenstretia angolensis,-7.14166,36.6253,Scrophulariaceae,herb
Hebenstretia angolensis,-9.17611,34.3394,Scrophulariaceae,herb
Hebenstretia angolensis,-7.76277,36.4314,Scrophulariaceae,herb
Hebenstretia dentata,-10.1833,35.0167,Scrophulariaceae,herb
Hebenstretia angolensis,-10.55,35.6,Scrophulariaceae,herb
Jamesbrittenia micrantha,-8.83333,33.3333,Scrophulariaceae,herb
Jamesbrittenia micrantha,-8.83333,33.3333,Scrophulariaceae,herb
Limosella major,-9.28333,33.6167,Scrophulariaceae,herb
Limosella aquatica,-9.28333,33.6167,Scrophulariaceae,herb
Limosella major,-9,33.83,Scrophulariaceae,herb
Linderniella gracilis,-2.78333,30.7,Scrophulariaceae,herb
Linderniella nana,-4.69389,29.6367,Scrophulariaceae,herb
Linderniella gracilis,-8.18,34.9,Scrophulariaceae,herb
Linderniella wilmsii,-8.6,31.5,Scrophulariaceae,herb
Linderniella wilmsii,-5.48,30.53,Scrophulariaceae,herb
Linderniella gracilis,-5.15,33.25,Scrophulariaceae,herb
Linderniella trichotoma,-6.63333,31.2,Scrophulariaceae,herb
Rhabdotosperma brevipedicellata,-3.26666,36.55,Scrophulariaceae,herb
Rhabdotosperma brevipedicellata,-4.36944,37.8997,Scrophulariaceae,herb
Rhabdotosperma brevipedicellata,-3.27667,36.6631,Scrophulariaceae,herb
Rhabdotosperma brevipedicellata,-4.35,37.9028,Scrophulariaceae,herb
Rhabdotosperma brevipedicellata,-3.24833,36.7797,Scrophulariaceae,herb
Rhabdotosperma brevipedicellata,-3.26444,36.5469,Scrophulariaceae,herb
Rhabdotosperma brevipedicellata,-3.26666,36.5,Scrophulariaceae,herb
Rhabdotosperma brevipedicellata,-3.24416,36.5408,Scrophulariaceae,herb
Selago nyasae,-9.1,33.9,Scrophulariaceae,shrub
Selago blantyrensis,-9.28333,33.6167,Scrophulariaceae,shrub
Selago thomsonii,-3.16667,37.45,Scrophulariaceae,herb
Selago blantyrensis,-9.28333,33.6167,Scrophulariaceae,shrub
Selago goetzei,-9.28333,33.6167,Scrophulariaceae,herb
Selago goetzei,-8.83333,33.6667,Scrophulariaceae,herb
Selago nyasae,-9.1,33.9,Scrophulariaceae,shrub
Selago thomsonii,-4.35222,37.9153,Scrophulariaceae,herb
Selago nyasae,-9,33.83,Scrophulariaceae,shrub
Selago caerulea,-7.10638,36.6347,Scrophulariaceae,herb
Selago thomsonii,-7.10222,36.6336,Scrophulariaceae,herb
Selago nyasae,-9.08,33.83,Scrophulariaceae,shrub
Selago thomsonii,-4.30833,37.9086,Scrophulariaceae,herb
Selago thomsonii,-4.23333,37.9,Scrophulariaceae,herb
Selago thomsonii,-7.05,36.6333,Scrophulariaceae,herb
Selago thyrsoidea,-10.18,35.02,Scrophulariaceae,shrub
Selago thyrsoidea,-8.98,33.97,Scrophulariaceae,shrub
Selago barabei,-5.52,30.53,Scrophulariaceae,herb
Selago thyrsoidea,-9.03,33.63,Scrophulariaceae,shrub
Selago thyrsoidea,-9,33.83,Scrophulariaceae,shrub
Selago thyrsoidea var. thyrsoidea,-9.33333,34.05,Scrophulariaceae,shrub
Stemodiopsis buchananii var. buchananii,-7.8,37.8833,Scrophulariaceae,herb
Stemodiopsis buchananii,-5.85,35,Scrophulariaceae,herb
Stemodiopsis buchananii var. buchananii,-7.95,36.8667,Scrophulariaceae,herb
Stemodiopsis buchananii var. buchananii,-6.5,29.9167,Scrophulariaceae,herb
Stemodiopsis buchananii,-2.59833,33.4411,Scrophulariaceae,herb
Brucea antidysenterica,-4.22306,35.765,Simaroubaceae,tree
Brucea antidysenterica,-9.28333,33.6167,Simaroubaceae,tree
Brucea tenuifolia,-5.1,38.65,Simaroubaceae,tree
Brucea tenuifolia,-7.39833,37.2997,Simaroubaceae,tree
Brucea antidysenterica,-3.23333,36.8167,Simaroubaceae,tree
Brucea tenuifolia,-4.99916,38.6692,Simaroubaceae,tree
Brucea tenuifolia,-7.8,36.5,Simaroubaceae,tree
Brucea tenuifolia,-5.13333,38.5667,Simaroubaceae,tree
Brucea antidysenterica,-3.71667,37.65,Simaroubaceae,tree
Brucea antidysenterica,-7.11666,36.65,Simaroubaceae,tree
Brucea tenuifolia,-8.93083,36.6556,Simaroubaceae,tree
Brucea antidysenterica,-4.30638,37.9017,Simaroubaceae,tree
Brucea antidysenterica,-3.40138,36.0869,Simaroubaceae,tree
Brucea antidysenterica,-4.25444,37.9719,Simaroubaceae,tree
Brucea antidysenterica,-3.28333,36.8,Simaroubaceae,tree
Brucea tenuifolia,-5.1,38.6167,Simaroubaceae,tree
Brucea antidysenterica,-3.24638,36.5217,Simaroubaceae,tree
Brucea tenuifolia,-6.88333,37.9167,Simaroubaceae,tree
Brucea antidysenterica,-5.0975,38.4294,Simaroubaceae,tree
Brucea tenuifolia,-7.68333,36.85,Simaroubaceae,tree
Brucea antidysenterica,-4.35,37.9028,Simaroubaceae,tree
Brucea tenuifolia,-5.13333,38.65,Simaroubaceae,tree
Brucea tenuifolia,-7.4,37.3,Simaroubaceae,tree
Brucea tenuifolia,-5.1,38.6167,Simaroubaceae,tree
Brucea tenuifolia,-5.1,38.6167,Simaroubaceae,tree
Brucea tenuifolia,-7.78333,36.5333,Simaroubaceae,tree
Brucea tenuifolia,-5.15,38.4667,Simaroubaceae,tree
Brucea antidysenterica,-8.35,38.9333,Simaroubaceae,tree
Brucea tenuifolia,-5.08333,38.6667,Simaroubaceae,tree
Ficalhoa laurifolia,-4.305,37.9283,Sladeniaceae,tree
Ficalhoa laurifolia,-10,34.5833,Sladeniaceae,tree
Ficalhoa laurifolia,-4.27916,37.9706,Sladeniaceae,tree
Ficalhoa laurifolia,-4.24583,37.9647,Sladeniaceae,tree
Ficalhoa laurifolia,-8.38333,35.95,Sladeniaceae,tree
Ficalhoa laurifolia,-4.30083,37.9292,Sladeniaceae,tree
Ficalhoa laurifolia,-9,33.55,Sladeniaceae,tree
Ficalhoa laurifolia,-4.27277,37.9864,Sladeniaceae,tree
Ficalhoa laurifolia,-4.29444,37.9417,Sladeniaceae,tree
Ficalhoa laurifolia,-6.82667,36.5769,Sladeniaceae,tree
Ficalhoa laurifolia,-8.61777,35.6394,Sladeniaceae,tree
Ficalhoa laurifolia,-5.00111,38.631100000000004,Sladeniaceae,tree
Ficalhoa laurifolia,-4.4,38,Sladeniaceae,tree
Ficalhoa laurifolia,-7.42667,36.7214,Sladeniaceae,tree
Ficalhoa laurifolia,-4.35027,37.9111,Sladeniaceae,tree
Ficalhoa laurifolia,-4.29333,37.9289,Sladeniaceae,tree
Ficalhoa laurifolia,-7.89194,31.0225,Sladeniaceae,tree
Ficalhoa laurifolia,-6.9025,37.6842,Sladeniaceae,tree
Ficalhoa laurifolia,-4.23111,37.9714,Sladeniaceae,tree
Ficalhoa laurifolia,-4.295,37.9328,Sladeniaceae,tree
Ficalhoa laurifolia,-4.295,37.9328,Sladeniaceae,tree
Ficalhoa laurifolia,-8.93083,36.6556,Sladeniaceae,tree
Ficalhoa laurifolia,-4.33333,37.9667,Sladeniaceae,tree
Ficalhoa laurifolia,-9.01666,33.55,Sladeniaceae,tree
Ficalhoa laurifolia,-4.28222,37.9792,Sladeniaceae,tree
Ficalhoa laurifolia,-4.29027,37.9297,Sladeniaceae,tree
Ficalhoa laurifolia,-9.12916,33.7353,Sladeniaceae,tree
Ficalhoa laurifolia,-7.65,36.55,Sladeniaceae,tree
Ficalhoa laurifolia,-8.62222,35.6439,Sladeniaceae,tree
Ficalhoa laurifolia,-9.14083,33.6353,Sladeniaceae,tree
Ficalhoa laurifolia,-4.33333,37.9667,Sladeniaceae,tree
Ficalhoa laurifolia,-6.00278,37.7219,Sladeniaceae,tree
Ficalhoa laurifolia,-9.11666,34.2667,Sladeniaceae,tree
Ficalhoa laurifolia,-6.07305,37.4986,Sladeniaceae,tree
Ficalhoa laurifolia,-9.28333,33.6167,Sladeniaceae,tree
Smilax anceps,-2.9,31.1833,Smilacaceae,liana
Smilax anceps,-1.08333,31.8333,Smilacaceae,liana
Smilax anceps,-4.22306,35.765,Smilacaceae,liana
Smilax anceps,-1.06667,31.8333,Smilacaceae,liana
Smilax anceps,-4.66889,29.6297,Smilacaceae,liana
Smilax anceps,-9.28333,33.6167,Smilacaceae,liana
Smilax aspera,-8.66667,35.2667,Smilacaceae,liana
Smilax anceps,-7.11667,36.15,Smilacaceae,liana
Smilax anceps,-9.28333,33.6167,Smilacaceae,liana
Smilax anceps,-9.28333,33.6167,Smilacaceae,liana
Smilax anceps,-9.28333,33.6167,Smilacaceae,liana
Smilax anceps,-9.98333,34.6,Smilacaceae,liana
Smilax aspera,-4.3,37.9333,Smilacaceae,liana
Smilax anceps,-8.18806,31.1247,Smilacaceae,liana
Smilax anceps,-8.83333,33.3333,Smilacaceae,liana
Smilax anceps,-8.625,35.6239,Smilacaceae,liana
Smilax anceps,-6.92666,39.0858,Smilacaceae,liana
Smilax aspera,-8.55138,35.4572,Smilacaceae,liana
Smilax anceps,-9.18333,33.8667,Smilacaceae,liana
Smilax anceps,-8.86666,33.2833,Smilacaceae,liana
Smilax anceps,-8.46361,31.3539,Smilacaceae,liana
Smilax anceps,-8.65833,35.6333,Smilacaceae,liana
Smilax anceps,-6.94277,39.5078,Smilacaceae,liana
Smilax aspera,-9.98333,34.6,Smilacaceae,liana
Smilax aspera,-4.26555,37.9305,Smilacaceae,liana
Smilax anceps,-9.93333,34.5333,Smilacaceae,liana
Smilax aspera,-9.75,34.35,Smilacaceae,liana
Smilax anceps,-9.98333,34.6,Smilacaceae,liana
Smilax anceps,-1.08333,31.5167,Smilacaceae,liana
Smilax aspera,-8.5,35.25,Smilacaceae,liana
Smilax aspera,-4.24444,37.9767,Smilacaceae,liana
Smilax aspera,-9.98333,34.6,Smilacaceae,liana
Smilax anceps,-9.24,35.1867,Smilacaceae,liana
Smilax aspera,-4.27916,37.9706,Smilacaceae,liana
Smilax anceps,-6.93305,39.0555,Smilacaceae,liana
Smilax aspera,-4.21388,37.9569,Smilacaceae,liana
Smilax anceps,-5.42444,30.5814,Smilacaceae,liana
Smilax anceps,-1.04,31.535,Smilacaceae,liana
Smilax anceps,-8.61083,35.6167,Smilacaceae,liana
Smilax anceps,-5.06666,38.4619,Smilacaceae,liana
Smilax anceps,-7.75,36.45,Smilacaceae,liana
Smilax anceps,-8.60416,35.6164,Smilacaceae,liana
Smilax aspera,-4.31666,37.9833,Smilacaceae,liana
Smilax anceps,-4.98722,38.6647,Smilacaceae,liana
Smilax aspera,-7.09805,36.6186,Smilacaceae,liana
Smilax anceps,-4.3,37.95,Smilacaceae,liana
Smilax anceps,-8.66666,35.5833,Smilacaceae,liana
Smilax anceps,-6.91444,36.6014,Smilacaceae,liana
Smilax anceps,-1.0525,31.5997,Smilacaceae,liana
Smilax anceps,-7.78777,36.8275,Smilacaceae,liana
Smilax anceps,-5.9125,30.2111,Smilacaceae,liana
Smilax aspera,-4.2,37.95,Smilacaceae,liana
Smilax aspera,-4.23333,37.9,Smilacaceae,liana
Smilax aspera,-7.88333,31.65,Smilacaceae,liana
Smilax anceps,-4.66917,29.6333,Smilacaceae,liana
Smilax anceps,-10.2053,39.1558,Smilacaceae,liana
Smilax anceps,-6.15,38.6,Smilacaceae,liana
Smilax anceps,-7.79333,36.8328,Smilacaceae,liana
Smilax aspera,-4.76444,38.3589,Smilacaceae,liana
Smilax anceps,-8.77166,36.72,Smilacaceae,liana
Smilax anceps,-8.61972,36.7128,Smilacaceae,liana
Smilax aspera,-4.29055,37.925,Smilacaceae,liana
Smilax anceps,-6.15,38.6,Smilacaceae,liana
Smilax anceps,-4.31666,38,Smilacaceae,liana
Smilax anceps,-4.66666,29.6333,Smilacaceae,liana
Smilax anceps,-7.87972,30.9747,Smilacaceae,liana
Smilax aspera,-4.29888,37.9253,Smilacaceae,liana
Smilax aspera,-9.11055,34.0905,Smilacaceae,liana
Smilax anceps,-4.31388,38.0022,Smilacaceae,liana
Smilax anceps,-8.60055,35.6281,Smilacaceae,liana
Smilax anceps,-5.08611,38.4361,Smilacaceae,liana
Smilax anceps,-7.6338800000000004,30.8672,Smilacaceae,liana
Smilax anceps,-4.68333,29.6333,Smilacaceae,liana
Smilax anceps,-6.07777,37.5469,Smilacaceae,liana
Smilax anceps,-4.68333,29.6333,Smilacaceae,liana
Smilax anceps,-7.76277,36.4314,Smilacaceae,liana
Smilax anceps,-7.67444,36.7611,Smilacaceae,liana
Smilax anceps,-5.1,38.6667,Smilacaceae,liana
Smilax aspera,-4.29666,37.9281,Smilacaceae,liana
Smilax anceps,-5.06666,38.7833,Smilacaceae,liana
Smilax anceps,-6.13333,39.25,Smilacaceae,liana
Smilax anceps,-8.62388,36.6194,Smilacaceae,liana
Smilax anceps,-5.12138,38.4714,Smilacaceae,liana
Smilax anceps,-8.08388,31.2997,Smilacaceae,liana
Smilax anceps,-4.91194,38.6364,Smilacaceae,liana
Smilax anceps,-7.48333,36.25,Smilacaceae,liana
Smilax aspera,-8.5,35.25,Smilacaceae,liana
Smilax anceps,-3.4,36.8333,Smilacaceae,liana
Smilax anceps,-4.63222,29.6497,Smilacaceae,liana
Smilax anceps,-7.89972,31.0272,Smilacaceae,liana
Smilax anceps,-4.66666,29.6333,Smilacaceae,liana
Smilax anceps,-5.93333,30.1,Smilacaceae,liana
Smilax anceps,-8.29111,31.1242,Smilacaceae,liana
Discopodium penninervium,-9.28333,33.6167,Solanaceae,shrub
Discopodium penninervium,-9.75,34.3333,Solanaceae,shrub
Discopodium penninervium,-9.28333,33.6167,Solanaceae,shrub
Discopodium penninervium,-3.23333,36.75,Solanaceae,shrub
Discopodium penninervium,-7.75,36.45,Solanaceae,shrub
Discopodium penninervium,-7.69,36.8722,Solanaceae,shrub
Discopodium penninervium,-7.75,36.45,Solanaceae,shrub
Discopodium penninervium,-7.17583,36.4311,Solanaceae,shrub
