species,decimalLatitude,decimalLongitude,family,a_habit
Discopodium penninervium,-8.54611,35.4625,Solanaceae,shrub
Discopodium penninervium,-9.1625,33.63,Solanaceae,shrub
Discopodium penninervium,-3.26666,36.45,Solanaceae,shrub
Discopodium penninervium,-8.98333,33.6,Solanaceae,shrub
Discopodium penninervium,-8.98333,33.6,Solanaceae,shrub
Discopodium penninervium,-9.06666,33.6167,Solanaceae,shrub
Lycium shawii,-3,35.0333,Solanaceae,shrub
Lycium shawii,-8.25,35.25,Solanaceae,shrub
Lycium shawii,-8.23333,35.1167,Solanaceae,shrub
Lycium shawii,-4.80166,35.2136,Solanaceae,shrub
Physalis minima,-9.28333,33.6167,Solanaceae,herb
Physalis angulata,-4.92222,38.7308,Solanaceae,herb
Physalis angulata,-5.04222,38.4453,Solanaceae,herb
Physalis angulata,-6.31666,38.7833,Solanaceae,herb
Physalis angulata,-9.11694,39.1786,Solanaceae,herb
Physalis angulata,-3.92305,36.1658,Solanaceae,herb
Physalis angulata,-8.60777,35.6167,Solanaceae,herb
Physalis angulata,-5.11222,38.4711,Solanaceae,herb
Physalis minima,-7.11667,36.15,Solanaceae,herb
Solanum campylacanthum,-3.28333,37.5167,Solanaceae,shrub
Solanum memphiticum,-3.28333,37.5167,Solanaceae,herb
Solanum lamprocarpum,-8.75,38.03,Solanaceae,shrub
Solanum lamprocarpum,-6.91667,37.7,Solanaceae,shrub
Solanum richardii,-7.75,36.83,Solanaceae,shrub
Solanum schliebenii,-7.16667,37.6667,Solanaceae,tree
Solanum schumannianum,-6.91667,37.7,Solanaceae,shrub
Solanum terminale,-3.28333,37.5167,Solanaceae,liana
Solanum bagamojense,-5.18333,38.85,Solanaceae,NA
Solanum nigrum,-1.33333,31.8167,Solanaceae,herb
Solanum campylacanthum,-8.13333,36.6833,Solanaceae,shrub
Solanum campylacanthum,-5.93333,35.75,Solanaceae,shrub
Solanum zanzibarense,-5.8,39.3,Solanaceae,shrub
Solanum incanum,-7.54444,36.1531,Solanaceae,shrub
Solanum incanum,-2.72056,36.6983,Solanaceae,shrub
Solanum incanum,-4.22306,35.765,Solanaceae,shrub
Solanum memphiticum var. abyssinicum,-2.48333,30.6333,Solanaceae,herb
Solanum delagoense,-2.43333,34.8167,Solanaceae,shrub
Solanum campylacanthum,-2.78333,36.7167,Solanaceae,shrub
Solanum terminale,-3.38833,36.7917,Solanaceae,liana
Solanum panduriforme,-8.88333,33.4333,Solanaceae,herb
Solanum nigrum,-2.25,34.9167,Solanaceae,herb
Solanum delagoense,-5.51667,38.9333,Solanaceae,shrub
Solanum terminale,-9.28333,33.6167,Solanaceae,liana
Solanum schumannianum,-9.33333,33.9833,Solanaceae,shrub
Solanum delagoense,-6.73333,38.8167,Solanaceae,shrub
Solanum schumannianum,-9.28333,33.6167,Solanaceae,shrub
Solanum panduriforme,-2.08333,31.5833,Solanaceae,herb
Solanum cyaneopurpureum,-6.11667,36.4333,Solanaceae,shrub
Solanum usambarense,-4.43333,35.4,Solanaceae,shrub
Solanum delagoense,-2.9,31.1833,Solanaceae,shrub
Solanum campylacanthum,-2.48333,30.6333,Solanaceae,shrub
Solanum nakurense,-9.28333,33.6167,Solanaceae,shrub
Solanum usambarense,-6.38333,36.9167,Solanaceae,shrub
Solanum dennekense,-2.75,34.7833,Solanaceae,shrub
Solanum terminale subsp. sanaganum,-9.28333,33.6167,Solanaceae,liana
Solanum schumannianum,-7.69,36.8722,Solanaceae,shrub
Solanum macrocarpon,-5.92389,30.2106,Solanaceae,shrub
Solanum campylacanthum,-4.36944,37.8997,Solanaceae,shrub
Solanum incanum,-3.23611,36.5283,Solanaceae,shrub
Solanum dasyphyllum,-8.53333,35.3317,Solanaceae,herb
Solanum campylacanthum,-4.85444,35.2186,Solanaceae,shrub
Solanum thomsoni,-7.63333,36.55,Solanaceae,shrub
Solanum campylacanthum,-8.83333,33.3333,Solanaceae,shrub
Solanum richardii,-5.06306,38.4108,Solanaceae,shrub
Solanum nigrum,-4.36028,37.9014,Solanaceae,herb
Solanum aculeatissimum,-7.75,36.4833,Solanaceae,herb
Solanum campylacanthum,-1.03972,31.5108,Solanaceae,shrub
Solanum zanzibarense,-10.1186,39.2006,Solanaceae,shrub
Solanum terminale,-4.30444,37.9919,Solanaceae,liana
Solanum terminale,-9.98333,34.5833,Solanaceae,liana
Solanum giganteum,-8.58333,35.5,Solanaceae,shrub
Solanum tarderemotum,-1.03972,31.5108,Solanaceae,herb
Solanum goetzei,-5.0525,38.7319,Solanaceae,shrub
Solanum zanzibarense,-6.95694,39.0514,Solanaceae,shrub
Solanum terminale,-4.76806,38.3428,Solanaceae,liana
Solanum schumannianum,-8.58333,35.3333,Solanaceae,shrub
Solanum terminale subsp. sanaganum,-3.22444,36.7925,Solanaceae,liana
Solanum campylacanthum,-8.51667,35.1667,Solanaceae,shrub
Solanum campylacanthum,-5.15139,38.4672,Solanaceae,shrub
Solanum nigrum,-7.93361,36.505,Solanaceae,herb
Solanum campylacanthum,-3.41194,36.2142,Solanaceae,shrub
Solanum richardii,-10.135,38.7525,Solanaceae,shrub
Solanum dasyphyllum,-7.43889,36.7306,Solanaceae,herb
Solanum campylacanthum,-4.16805,37.9217,Solanaceae,shrub
Solanum giganteum,-4.30444,37.9919,Solanaceae,shrub
Solanum goetzei,-7.44083,36.7319,Solanaceae,shrub
Solanum campylacanthum,-8.83333,33.3333,Solanaceae,shrub
Solanum aculeatissimum,-1.08333,31.5167,Solanaceae,herb
Solanum aculeatissimum,-3.25527,36.5439,Solanaceae,herb
Solanum schumannianum,-8.81667,33.3333,Solanaceae,shrub
Solanum goetzei,-7.03611,38.8936,Solanaceae,shrub
Solanum schumannianum,-8.83333,33.35,Solanaceae,shrub
Solanum goetzei,-7.25,37.1667,Solanaceae,shrub
Solanum zanzibarense,-8.33,39.1611,Solanaceae,shrub
Solanum usambarense,-4.35139,37.8997,Solanaceae,shrub
Solanum richardii,-5.07778,38.4108,Solanaceae,shrub
Solanum zanzibarense,-10.1039,39.1958,Solanaceae,shrub
Solanum dasyphyllum,-8.48333,35.8167,Solanaceae,herb
Solanum thomsoni,-8.55139,35.4572,Solanaceae,shrub
Solanum stipitatostellatum,-7.72,36.9167,Solanaceae,shrub
Solanum dasyphyllum,-2.59444,33.6036,Solanaceae,herb
Solanum campylacanthum,-4.35139,37.8997,Solanaceae,shrub
Solanum cyaneopurpureum,-4.775,34.0356,Solanaceae,shrub
Solanum zanzibarense,-9.88861,39.44,Solanaceae,shrub
Solanum campylacanthum,-4.58333,34.6667,Solanaceae,shrub
Solanum schumannianum,-9.16666,33.8833,Solanaceae,shrub
Solanum campylacanthum,-8.83333,33.3333,Solanaceae,shrub
Solanum aculeatissimum,-7.69055,36.8589,Solanaceae,herb
Solanum aculeatissimum,-9.85,34.45,Solanaceae,herb
Solanum dasyphyllum,-4.3,38.0167,Solanaceae,herb
Solanum zanzibarense,-10.1333,39.2067,Solanaceae,shrub
Solanum schumannianum,-7.14111,36.6289,Solanaceae,shrub
Solanum tarderemotum,-5.13333,38.5667,Solanaceae,herb
Solanum campylacanthum,-8.83333,33.3333,Solanaceae,shrub
Solanum aculeatissimum,-7.42528,36.7283,Solanaceae,herb
Solanum dasyphyllum,-5.07083,38.455,Solanaceae,herb
Solanum campylacanthum,-5.17917,34.1408,Solanaceae,shrub
Solanum richardii,-8.59972,35.62,Solanaceae,shrub
Solanum nakurense,-2.89527,36.2494,Solanaceae,shrub
Solanum terminale,-8.5,35.25,Solanaceae,liana
Solanum campylacanthum,-4.28333,37.9667,Solanaceae,shrub
Solanum campylacanthum,-4.84333,38.8172,Solanaceae,shrub
Solanum stipitatostellatum,-6,37.7167,Solanaceae,shrub
Solanum terminale,-4.99361,38.6736,Solanaceae,liana
Solanum giganteum,-4.25833,37.975,Solanaceae,shrub
Solanum terminale,-7.43333,36.7333,Solanaceae,liana
Solanum nigrum,-2.56972,33.3586,Solanaceae,herb
Solanum schumannianum,-7.75,36.4833,Solanaceae,shrub
Solanum stipitatostellatum,-6.03333,38.7833,Solanaceae,shrub
Solanum nigrum,-6.00293,37.7226,Solanaceae,herb
Solanum richardii,-8.6,35.6333,Solanaceae,shrub
Solanum stipitatostellatum,-6.08333,37.4167,Solanaceae,shrub
Solanum florulentum,-4.21667,37.9333,Solanaceae,herb
Solanum aculeatissimum,-4.31305,37.9142,Solanaceae,herb
Solanum aculeatissimum,-8.06055,36.3353,Solanaceae,herb
Solanum schumannianum,-2.69083,36.7197,Solanaceae,shrub
Solanum nigrum,-6.28333,38.5667,Solanaceae,herb
Solanum campylacanthum,-1.14833,31.4547,Solanaceae,shrub
Solanum aculeatissimum,-2.8975,36.2483,Solanaceae,herb
Solanum campylacanthum,-6.28333,38.5667,Solanaceae,shrub
Solanum tettense,-4.13222,37.9761,Solanaceae,shrub
Solanum schumannianum,-8.55361,35.5003,Solanaceae,shrub
Solanum nakurense,-2.91916,36.2092,Solanaceae,shrub
Solanum campylacanthum,-6.28333,38.5667,Solanaceae,shrub
Solanum aculeastrum,-7.12083,36.6267,Solanaceae,shrub
Solanum campylacanthum,-7.95,31.5833,Solanaceae,shrub
Solanum giganteum,-8.61666,35.35,Solanaceae,shrub
Solanum schumannianum,-7.1,36.6333,Solanaceae,shrub
Solanum richardii,-10.0475,39.4822,Solanaceae,shrub
Solanum richardii,-10.0464,39.4722,Solanaceae,shrub
Solanum aculeastrum,-5.94083,30.2167,Solanaceae,shrub
Solanum dasyphyllum,-7.05,36.6333,Solanaceae,herb
Solanum terminale,-5.005,38.7264,Solanaceae,liana
Solanum aculeatissimum,-3.39167,36.6775,Solanaceae,herb
Solanum campylacanthum,-3.41583,36.1075,Solanaceae,shrub
Solanum zanzibarense,-10.1167,39.2167,Solanaceae,shrub
Solanum zanzibarense,-10.1792,39.2053,Solanaceae,shrub
Solanum goetzei,-7.08333,36.6333,Solanaceae,shrub
Solanum aethiopicum,-1.14833,31.4547,Solanaceae,herb
Solanum schumannianum,-8.66667,35.25,Solanaceae,shrub
Solanum goetzei,-4.98778,38.7406,Solanaceae,shrub
Solanum terminale,-4.66666,29.6333,Solanaceae,liana
Solanum zanzibarense,-6.91085,39.1069,Solanaceae,shrub
Solanum aculeatissimum,-3.24694,36.8089,Solanaceae,herb
Solanum dasyphyllum,-1.14833,31.4547,Solanaceae,herb
Solanum nigrum,-3.30611,36.7219,Solanaceae,herb
Solanum incanum,-4.85972,35.3364,Solanaceae,shrub
Solanum aculeatissimum,-8.83,33.3,Solanaceae,herb
Solanum nigrum,-3.27667,36.6631,Solanaceae,herb
Solanum campylacanthum,-6.8,39.25,Solanaceae,shrub
Solanum nigrum,-1.14833,31.4547,Solanaceae,herb
Solanum aculeatissimum,-1.14833,31.5214,Solanaceae,herb
Solanum giganteum,-4.25194,37.9839,Solanaceae,shrub
Solanum campylacanthum,-4.825,34.0403,Solanaceae,shrub
Solanum terminale,-6.9025,37.6842,Solanaceae,liana
Solanum phoxocarpum,-3.24611,35.6089,Solanaceae,shrub
Solanum lamprocarpum,-7.7,36.8667,Solanaceae,shrub
Solanum macrocarpon,-1.02333,31.6275,Solanaceae,shrub
Solanum zanzibarense var. vagans,-6.86666,39.0667,Solanaceae,shrub
Solanum cyaneopurpureum,-1.14833,31.4547,Solanaceae,shrub
Solanum campylacanthum,-5.24278,34.4814,Solanaceae,shrub
Solanum terminale,-7.68806,36.881100000000004,Solanaceae,liana
Solanum schumannianum,-9.86667,34.6,Solanaceae,shrub
Solanum campylacanthum,-4.83944,35.2247,Solanaceae,shrub
Solanum goetzei,-6.03333,38.7833,Solanaceae,shrub
Solanum aculeastrum,-3.24694,36.8089,Solanaceae,shrub
Solanum aculeatissimum,-7.69277,36.8594,Solanaceae,herb
Solanum terminale,-8.61777,35.6183,Solanaceae,liana
Solanum nigrum,-2.90639,36.2161,Solanaceae,herb
Solanum cyaneopurpureum,-1.08222,31.4275,Solanaceae,shrub
Solanum arundo,-4.81666,35.1386,Solanaceae,tree
Solanum schumannianum,-4.7525,38.2894,Solanaceae,shrub
Solanum campylacanthum,-8.83333,33.3333,Solanaceae,shrub
Solanum usambarense,-3.24611,35.6089,Solanaceae,shrub
Solanum terminale,-5.07111,38.4044,Solanaceae,liana
Solanum nakurense,-2.89527,36.2494,Solanaceae,shrub
Solanum campylacanthum,-10.0667,34.5333,Solanaceae,shrub
Solanum campylacanthum,-4.32027,37.8878,Solanaceae,shrub
Solanum giganteum,-5.08111,38.4225,Solanaceae,shrub
Solanum stipitatostellatum,-7.75,36.9167,Solanaceae,shrub
Solanum zanzibarense var. vagans,-6.83333,39.0833,Solanaceae,shrub
Solanum florulentum,-4.73333,38.35,Solanaceae,herb
Solanum coagulans,-4.41667,38.4333,Solanaceae,herb
Solanum goetzei,-6.09861,37.4953,Solanaceae,shrub
Solanum lamprocarpum,-6.96667,38.9,Solanaceae,shrub
Solanum zanzibarense,-7.66666,39.2833,Solanaceae,shrub
Solanum goetzei,-6.96666,38.9,Solanaceae,shrub
Solanum campylacanthum,-4.87306,35.1794,Solanaceae,shrub
Solanum schumannianum,-7.78333,36.5,Solanaceae,shrub
Solanum campylacanthum,-4.83611,34.8597,Solanaceae,shrub
Solanum melongena,-7.58333,34.8333,Solanaceae,herb
Solanum terminale,-6.07777,37.5469,Solanaceae,liana
Solanum usaramense,-6.98333,37.7333,Solanaceae,shrub
Solanum richardii,-8.74527,36.7147,Solanaceae,shrub
Solanum nigrum,-3.36138,36.7014,Solanaceae,herb
Solanum pseudospinosum,-3.27944,36.5317,Solanaceae,herb
Solanum campylacanthum,-4.62444,38.3311,Solanaceae,shrub
Solanum pseudospinosum,-2.87333,36.2083,Solanaceae,herb
Solanum aculeastrum,-3.2525,36.5433,Solanaceae,shrub
Solanum usambarense,-4.8,38.3667,Solanaceae,shrub
Solanum goetzei,-6.96666,38.9,Solanaceae,shrub
Solanum terminale,-5.07277,38.4192,Solanaceae,liana
Solanum schumannianum,-6.92138,36.5758,Solanaceae,shrub
Solanum tarderemotum,-2.90583,36.2194,Solanaceae,herb
Solanum terminale,-8.70444,36.7044,Solanaceae,liana
Solanum scabrum,-3.24306,36.5236,Solanaceae,herb
Solanum campylacanthum,-6.63611,31.1392,Solanaceae,shrub
Solanum terminale,-5.0675,38.4055,Solanaceae,liana
Solanum goetzei,-4.92777,38.6931,Solanaceae,shrub
Solanum tettense,-7.75,34.8333,Solanaceae,shrub
Solanum aculeastrum,-3.25,35.5167,Solanaceae,shrub
Solanum campylacanthum,-3.21,35.3542,Solanaceae,shrub
Solanum campylacanthum,-5.07222,38.3922,Solanaceae,shrub
Solanum zanzibarense,-7.76667,36.9,Solanaceae,shrub
Solanum nigrum,-6.91444,36.5983,Solanaceae,herb
Solanum giganteum,-4.79916,38.7978,Solanaceae,shrub
Solanum setaceum,-4.85694,34.9903,Solanaceae,herb
Solanum schumannianum,-9.06666,33.45,Solanaceae,shrub
Solanum aculeastrum,-3.25583,36.5472,Solanaceae,shrub
Solanum zanzibarense,-10.6667,38.8333,Solanaceae,shrub
Solanum usambarense,-3.3,36.7167,Solanaceae,shrub
Solanum goetzei,-8.31583,38.9608,Solanaceae,shrub
Solanum richardii,-6.98333,37.7333,Solanaceae,shrub
Solanum stipitatostellatum,-7.86667,36.8333,Solanaceae,shrub
Solanum goetzei,-5.09138,38.4197,Solanaceae,shrub
Solanum schumannianum,-5.07277,38.4192,Solanaceae,shrub
Solanum campylacanthum,-4.80833,35.1661,Solanaceae,shrub
Solanum aculeatissimum,-4.96666,38.75,Solanaceae,herb
Solanum stipitatostellatum,-5.08333,38.65,Solanaceae,shrub
Solanum zanzibarense var. vagans,-6.83333,39.0833,Solanaceae,shrub
Solanum goetzei,-5.01666,38.7667,Solanaceae,shrub
Solanum zanzibarense,-6.36667,39.4667,Solanaceae,shrub
Solanum campylacanthum,-4.94861,38.7094,Solanaceae,shrub
Solanum schumannianum,-8.54888,35.5189,Solanaceae,shrub
Solanum zanzibarense var. zanzibarense,-8.48333,38.5333,Solanaceae,shrub
Solanum terminale,-6.98,37.73,Solanaceae,liana
Solanum giganteum,-5.06972,38.4117,Solanaceae,shrub
Solanum mauense,-3.21,35.3542,Solanaceae,shrub
Solanum stipitatostellatum,-5.45,38.2667,Solanaceae,shrub
Solanum campylacanthum,-5.95694,37.7219,Solanaceae,shrub
Solanum nigrum,-8.5,35.25,Solanaceae,herb
Solanum aculeastrum,-1.03138,31.5397,Solanaceae,shrub
Solanum setaceum,-2.98833,35.3489,Solanaceae,herb
Solanum aculeatissimum,-6.28333,38.5667,Solanaceae,herb
Solanum dasyphyllum,-3.28333,36.9333,Solanaceae,herb
Solanum richardii,-6.96666,37.85,Solanaceae,shrub
Solanum campylacanthum,-3.33361,36.6144,Solanaceae,shrub
Solanum aculeatissimum,-6.17,30.6667,Solanaceae,herb
Solanum nigrum,-4.69028,34.8153,Solanaceae,herb
Solanum aculeastrum,-3.26666,35.5833,Solanaceae,shrub
Solanum campylacanthum,-5.09361,38.6006,Solanaceae,shrub
Solanum aculeatissimum,-3.25583,36.5472,Solanaceae,herb
Solanum campylacanthum,-4.81944,35,Solanaceae,shrub
Solanum campylacanthum,-3.25194,36.5517,Solanaceae,shrub
Solanum cyaneopurpureum,-5.1,38.6667,Solanaceae,shrub
Solanum arundo,-4.87055,35.1797,Solanaceae,tree
Solanum aculeatissimum,-4.29833,37.9281,Solanaceae,herb
Solanum zanzibarense,-6.76666,38.9167,Solanaceae,shrub
Solanum schumannianum,-4.76667,38.3,Solanaceae,shrub
Solanum campylacanthum,-8.97306,39.5117,Solanaceae,shrub
Solanum campylacanthum,-6.81667,39.2667,Solanaceae,shrub
Solanum schumannianum,-7.78333,36.8667,Solanaceae,shrub
Solanum campylacanthum,-6.13361,38.6386,Solanaceae,shrub
Solanum tettense,-7.66667,35.3333,Solanaceae,shrub
Solanum terminale,-5.05972,38.4133,Solanaceae,liana
Solanum usambarense,-3.25,35.5167,Solanaceae,shrub
Solanum melongena,-5.09806,38.4383,Solanaceae,herb
Solanum zanzibarense,-6.28333,38.5667,Solanaceae,shrub
Solanum dasyphyllum,-5.09361,38.6006,Solanaceae,herb
Solanum campylacanthum,-4.27167,37.8947,Solanaceae,shrub
Solanum stipitatostellatum,-7.16667,37.5167,Solanaceae,shrub
Solanum schumannianum,-8.5,35.25,Solanaceae,shrub
Solanum richardii,-7.72167,36.9419,Solanaceae,shrub
Solanum nigrum,-6.2,38.7,Solanaceae,herb
Solanum terminale,-5.06583,38.4247,Solanaceae,liana
Solanum tettense,-8.05,35.9167,Solanaceae,shrub
Solanum campylacanthum,-2.85083,36.2064,Solanaceae,shrub
Solanum richardii,-8.60722,36.4736,Solanaceae,shrub
Solanum richardii,-8.58027,36.5069,Solanaceae,shrub
Solanum campylacanthum,-5.1,38.6167,Solanaceae,shrub
Solanum schumannianum,-8.5575,35.4275,Solanaceae,shrub
Solanum taitense,-4.75694,34.6167,Solanaceae,shrub
Solanum campylacanthum,-3.4,36.8333,Solanaceae,shrub
Solanum goetzei,-6.33333,38.5,Solanaceae,shrub
Solanum schumannianum,-6.94333,36.5997,Solanaceae,shrub
Solanum dasyphyllum,-4.36666,38.0167,Solanaceae,herb
Solanum campylacanthum,-2.5825,33.415,Solanaceae,shrub
Solanum campylacanthum,-5.07,38.4261,Solanaceae,shrub
Solanum campylacanthum,-8.5,35.25,Solanaceae,shrub
Solanum goetzei,-6.03333,38.7833,Solanaceae,shrub
Solanum incanum,-5.09222,39.1105,Solanaceae,shrub
Solanum incanum,-3.36138,36.7014,Solanaceae,shrub
Solanum goetzei,-4.90611,38.7219,Solanaceae,shrub
Solanum schumannianum,-6.06667,37.4947,Solanaceae,shrub
Solanum campylacanthum,-3.2825,36.5372,Solanaceae,shrub
Solanum tettense,-4.63166,36.0705,Solanaceae,shrub
Solanum stipitatostellatum,-5.48333,38.0167,Solanaceae,shrub
Solanum richardii,-8.68333,36.7167,Solanaceae,shrub
Solanum schumannianum,-8.05,35.9167,Solanaceae,shrub
Solanum usambarense,-3.2525,36.5433,Solanaceae,shrub
Solanum phoxocarpum,-4.7,38.2167,Solanaceae,shrub
Solanum zanzibarense,-6.16666,38.55,Solanaceae,shrub
Solanum terminale,-5.07222,38.3922,Solanaceae,liana
Solanum schumannianum,-9.14306,33.625,Solanaceae,shrub
Solanum campylacanthum,-8.51667,35.1667,Solanaceae,shrub
Solanum usambarense,-6.06667,37.4964,Solanaceae,shrub
Solanum zanzibarense var. vagans,-6.88333,39.15,Solanaceae,shrub
Solanum campylacanthum,-1.02611,31.4803,Solanaceae,shrub
Solanum stipitatostellatum,-4.76667,38.4833,Solanaceae,shrub
Solanum zanzibarense,-8.1,38.38,Solanaceae,shrub
Solanum zanzibarense,-6.8,39.21,Solanaceae,shrub
Solanum zanzibarense,-6.9,39.08,Solanaceae,shrub
Solanum lamprocarpum,-6.77,38.93,Solanaceae,shrub
Solanum terminale,-9,33.75,Solanaceae,liana
Solanum nakurense,-4.58,37.73,Solanaceae,shrub
Solanum usambarense,-4.56,38.4,Solanaceae,shrub
Solanum usambarense,-4.7,38.22,Solanaceae,shrub
Solanum polhillii,-2.83,35.42,Solanaceae,shrub
Solanum polhillii,-2.6,34.97,Solanaceae,shrub
Solanum memphiticum,-4.9,35.78,Solanaceae,herb
Solanum aculeatissimum,-8.12,35.92,Solanaceae,herb
Solanum thomsoni,-8.58,35.25,Solanaceae,shrub
Solanum memphiticum,-4.38,35.77,Solanaceae,herb
Solanum stipitatostellatum,-6,37.72,Solanaceae,shrub
Solanum zanzibarense,-6.23,38.58,Solanaceae,shrub
Solanum terminale,-6.33,37.02,Solanaceae,liana
Solanum aculeatissimum,-9,33.83,Solanaceae,herb
Solanum thomsoni,-9.36,34.23,Solanaceae,shrub
Solanum terminale,-9.15,33.67,Solanaceae,liana
Solanum zanzibarense,-11.01,37.42,Solanaceae,shrub
Solanum aureitomentosum,-10.97,37.93,Solanaceae,shrub
Solanum thomsoni,-9,33.83,Solanaceae,shrub
Solanum terminale,-9,33.83,Solanaceae,liana
Solanum terminale,-3.25,36.88,Solanaceae,liana
Solanum usaramense,-5.53,38.75,Solanaceae,shrub
Solanum aculeastrum,-3.25,36.87,Solanaceae,shrub
Solanum memphiticum,-2.88,36.22,Solanaceae,herb
Solanum aculeastrum,-3.25,36.87,Solanaceae,shrub
Solanum aculeastrum,-3.25,36.87,Solanaceae,shrub
Solanum terminale,-3.23,36.75,Solanaceae,liana
Solanum aculeatissimum,-3.05,37.12,Solanaceae,herb
Solanum cyaneopurpureum,-7.75,35.7,Solanaceae,shrub
Solanum aculeastrum,-3.35,35.57,Solanaceae,shrub
Solanum aculeastrum,-3.35,35.57,Solanaceae,shrub
Solanum phoxocarpum,-2.93,35.82,Solanaceae,shrub
Solanum thomsoni,-8.58,35.25,Solanaceae,shrub
Solanum zanzibarense,-10.03,39.75,Solanaceae,shrub
Solanum zanzibarense,-6.47,38.73,Solanaceae,shrub
Solanum zanzibarense,-10.17,39.25,Solanaceae,shrub
Solanum terminale,-4.78,38.28,Solanaceae,liana
Solanum stipitatostellatum,-5.27,38.52,Solanaceae,shrub
Solanum stipitatostellatum,-4.95,39.13,Solanaceae,shrub
Solanum stipitatostellatum,-5.1,38.63,Solanaceae,shrub
Solanum aculeastrum,-9.28333,33.6167,Solanaceae,shrub
Solanum thomsoni,-9.28,33.65,Solanaceae,shrub
Solanum dennekense,-2.92,32.85,Solanaceae,shrub
Solanum zanzibarense,-5.38,38.93,Solanaceae,shrub
Solanum pseudospinosum,-7.13,37.63,Solanaceae,herb
Solanum aculeastrum,-6.05,37.45,Solanaceae,shrub
Solanum goetzei,-8.67,35.27,Solanaceae,shrub
Solanum usambarense,-4.52,38.29,Solanaceae,shrub
Solanum stipitatostellatum,-5.07,38.46,Solanaceae,shrub
Solanum thomsoni,-9.87,34.63,Solanaceae,shrub
Solanum zanzibarense,-6.8,39.21,Solanaceae,shrub
Solanum aculeastrum,-4.73,38.43,Solanaceae,shrub
Solanum zanzibarense,-10.17,39.25,Solanaceae,shrub
Solanum memphiticum,-3.58,35.83,Solanaceae,herb
Solanum terminale,-4.25,33.67,Solanaceae,liana
Solanum polhillii,-2.83,35.42,Solanaceae,shrub
Solanum terminale,-4.38,35.77,Solanaceae,liana
Solanum aculeastrum,-3.5,37.55,Solanaceae,shrub
Solanum thomsoni,-9.33,34.77,Solanaceae,shrub
Solanum terminale,-3.55,36.05,Solanaceae,liana
Solanum terminale,-3.55,36.05,Solanaceae,liana
Solanum aculeastrum,-3.22,36.67,Solanaceae,shrub
Solanum terminale,-3.25,35.53,Solanaceae,liana
Solanum thomsoni,-8.58,35.25,Solanaceae,shrub
Solanum lamprocarpum,-10.28,40.12,Solanaceae,shrub
Solanum zanzibarense,-5.49,38.95,Solanaceae,shrub
Solanum aculeastrum,-2.63,33.83,Solanaceae,shrub
Solanum usambarense,-4.77,38.3,Solanaceae,shrub
Solanum cyaneopurpureum,-6.07,36.38,Solanaceae,shrub
Solanum memphiticum,-3.08,37.18,Solanaceae,herb
Solanum phoxocarpum,-2.93,35.82,Solanaceae,shrub
Solanum aculeatissimum,-3.38,37.37,Solanaceae,herb
Solanum dennekense,-1.49,33.81,Solanaceae,shrub
Solanum lamprocarpum,-6.85,37.75,Solanaceae,shrub
Solanum aculeatissimum,-3.22,36.67,Solanaceae,herb
Solanum terminale,-3.23,37.25,Solanaceae,liana
Solanum aculeastrum,-6.37,36.98,Solanaceae,shrub
Solanum schliebenii,-7.02,37.63,Solanaceae,tree
Solanum terminale,-3.38,37.37,Solanaceae,liana
Solanum memphiticum,-3.25,35.67,Solanaceae,herb
Solanum aculeastrum,-1.78,31.12,Solanaceae,shrub
Solanum zanzibarense,-6.17,39.18,Solanaceae,shrub
Solanum zanzibarense,-6.45,38.9,Solanaceae,shrub
Solanum memphiticum,-3.25,35.67,Solanaceae,herb
Solanum cyaneopurpureum,-4.5,35.77,Solanaceae,shrub
Solanum memphiticum,-2.51,30.53,Solanaceae,herb
Solanum terminale,-2.63,30.55,Solanaceae,liana
Solanum aculeastrum,-2.48333,30.6333,Solanaceae,shrub
Solanum terminale,-9.02,33.95,Solanaceae,liana
Solanum lamprocarpum,-6.88,37.67,Solanaceae,shrub
Solanum richardii,-8.6,35.62,Solanaceae,shrub
